customer_id,log_month,session_count,avg_session_minutes,feature_adoption_score,last_active_date
7694-VLBWQ,2026-05-01,12,29.94,0.514,2026-05-09
7694-VLBWQ,2026-06-01,13,8.38,0.693,2026-06-26
7694-VLBWQ,2026-07-01,15,11.98,0.605,2026-07-04
7694-VLBWQ,2026-08-01,10,20.38,0.518,2026-08-16
2546-KZAAT,2026-03-01,10,19.01,0.43,2026-03-21
2546-KZAAT,2026-04-01,7,16.43,0.287,2026-04-15
2546-KZAAT,2026-05-01,10,16.18,0.343,2026-05-12
2546-KZAAT,2026-06-01,16,12.51,0.401,2026-06-16
2546-KZAAT,2026-07-01,12,13.19,0.452,2026-07-22
2546-KZAAT,2026-08-01,14,17.12,0.253,2026-08-02
0181-RITDD,2026-03-01,8,57.07,0.935,2026-03-24
0181-RITDD,2026-04-01,25,46.83,0.887,2026-04-21
0181-RITDD,2026-05-01,10,52.75,0.98,2026-05-09
0181-RITDD,2026-06-01,18,89.01,0.927,2026-06-18
0181-RITDD,2026-07-01,13,72.49,0.901,2026-07-18
0181-RITDD,2026-08-01,21,61.76,0.98,2026-08-01
5989-PGKJB,2026-03-01,11,24.92,0.537,2026-03-22
5989-PGKJB,2026-04-01,2,9.67,0.701,2026-04-17
5989-PGKJB,2026-05-01,8,31.2,0.551,2026-05-07
5989-PGKJB,2026-06-01,14,6.39,0.674,2026-06-15
5989-PGKJB,2026-07-01,14,9.69,0.666,2026-07-03
5989-PGKJB,2026-08-01,11,25.14,0.538,2026-08-21
4795-KTRTH,2026-03-01,15,41.14,0.827,2026-03-09
4795-KTRTH,2026-04-01,10,20.12,0.47,2026-04-27
4795-KTRTH,2026-05-01,7,26.64,0.424,2026-05-17
4795-KTRTH,2026-06-01,7,2.52,0.607,2026-06-04
4795-KTRTH,2026-07-01,7,14.27,0.45,2026-07-09
4795-KTRTH,2026-08-01,5,5.0,0.124,2026-08-02
8272-ONJLV,2026-03-01,13,43.9,0.727,2026-03-03
8272-ONJLV,2026-04-01,17,46.13,0.694,2026-04-10
8272-ONJLV,2026-05-01,1,54.25,0.728,2026-05-23
8272-ONJLV,2026-06-01,19,17.46,0.855,2026-06-15
8272-ONJLV,2026-07-01,7,74.93,0.98,2026-07-20
8272-ONJLV,2026-08-01,25,77.13,0.845,2026-08-21
1488-PBLJN,2026-03-01,16,23.76,0.525,2026-03-06
1488-PBLJN,2026-04-01,9,20.2,0.56,2026-04-23
1488-PBLJN,2026-05-01,3,21.32,0.454,2026-05-15
1488-PBLJN,2026-06-01,17,6.4,0.439,2026-06-23
1488-PBLJN,2026-07-01,26,18.76,0.579,2026-07-14
1488-PBLJN,2026-08-01,2,17.84,0.608,2026-08-04
0308-GIQJT,2026-03-01,17,31.42,0.622,2026-03-23
0308-GIQJT,2026-04-01,12,21.37,0.696,2026-04-10
0308-GIQJT,2026-05-01,8,28.84,0.795,2026-05-14
0308-GIQJT,2026-06-01,18,40.61,0.531,2026-06-26
0308-GIQJT,2026-07-01,35,23.42,0.654,2026-07-16
0308-GIQJT,2026-08-01,12,29.38,0.669,2026-08-07
3778-FOAQW,2026-03-01,27,60.56,0.765,2026-03-21
3778-FOAQW,2026-04-01,28,61.89,0.58,2026-04-25
3778-FOAQW,2026-05-01,22,42.44,0.798,2026-05-21
3778-FOAQW,2026-06-01,23,56.48,0.581,2026-06-25
3778-FOAQW,2026-07-01,33,79.69,0.868,2026-07-02
3778-FOAQW,2026-08-01,21,127.45,0.686,2026-08-21
4452-ROHMO,2026-03-01,4,11.34,0.472,2026-03-10
4452-ROHMO,2026-04-01,22,33.46,0.349,2026-04-18
4452-ROHMO,2026-05-01,12,48.25,0.408,2026-05-27
4452-ROHMO,2026-06-01,2,33.01,0.294,2026-06-27
4452-ROHMO,2026-07-01,16,0.0,0.328,2026-07-18
4452-ROHMO,2026-08-01,12,9.96,0.346,2026-08-23
6481-OGDOO,2026-03-01,13,5.94,0.686,2026-03-11
6481-OGDOO,2026-04-01,9,12.59,0.683,2026-04-12
6481-OGDOO,2026-05-01,16,17.99,0.566,2026-05-23
6481-OGDOO,2026-06-01,12,17.7,0.532,2026-06-19
6481-OGDOO,2026-07-01,5,9.19,0.51,2026-07-25
6481-OGDOO,2026-08-01,10,11.35,0.365,2026-08-13
3090-LETTY,2026-03-01,9,0.0,0.389,2026-03-07
3090-LETTY,2026-04-01,14,26.13,0.623,2026-04-21
3090-LETTY,2026-05-01,24,21.91,0.649,2026-05-20
3090-LETTY,2026-06-01,6,54.95,0.698,2026-06-27
3090-LETTY,2026-07-01,11,0.0,0.731,2026-07-11
3090-LETTY,2026-08-01,8,55.87,0.485,2026-08-12
5349-AZPEW,2026-03-01,14,22.72,0.214,2026-03-04
5349-AZPEW,2026-04-01,11,18.93,0.425,2026-04-13
5349-AZPEW,2026-05-01,11,0.0,0.289,2026-05-25
5349-AZPEW,2026-06-01,15,33.01,0.341,2026-06-25
5349-AZPEW,2026-07-01,11,31.12,0.346,2026-07-26
5349-AZPEW,2026-08-01,15,26.37,0.318,2026-08-05
3753-TSEMP,2026-03-01,0,43.32,0.527,2026-03-17
3753-TSEMP,2026-04-01,5,49.32,0.383,2026-04-02
3753-TSEMP,2026-05-01,16,20.63,0.548,2026-05-25
3753-TSEMP,2026-06-01,14,33.75,0.588,2026-06-24
3753-TSEMP,2026-07-01,8,24.42,0.528,2026-07-04
3753-TSEMP,2026-08-01,7,23.12,0.381,2026-08-01
8305-VHZBZ,2026-03-01,18,19.64,0.437,2026-03-23
8305-VHZBZ,2026-04-01,10,23.09,0.528,2026-04-07
8305-VHZBZ,2026-05-01,3,3.71,0.295,2026-05-09
8305-VHZBZ,2026-06-01,14,32.63,0.376,2026-06-10
8305-VHZBZ,2026-07-01,9,0.0,0.518,2026-07-12
8305-VHZBZ,2026-08-01,11,10.59,0.333,2026-08-09
9720-JJJOR,2026-03-01,12,69.44,0.657,2026-03-18
9720-JJJOR,2026-04-01,13,23.18,0.595,2026-04-20
9720-JJJOR,2026-05-01,13,46.62,0.649,2026-05-11
9720-JJJOR,2026-06-01,16,47.67,0.741,2026-06-02
9720-JJJOR,2026-07-01,12,100.21,0.836,2026-07-07
9720-JJJOR,2026-08-01,8,38.68,0.627,2026-08-11
8100-HZZLJ,2026-03-01,9,53.71,0.487,2026-03-27
8100-HZZLJ,2026-04-01,9,30.42,0.518,2026-04-15
8100-HZZLJ,2026-05-01,12,29.44,0.341,2026-05-26
8100-HZZLJ,2026-06-01,12,7.05,0.431,2026-06-19
8100-HZZLJ,2026-07-01,12,29.35,0.588,2026-07-19
8100-HZZLJ,2026-08-01,3,29.58,0.521,2026-08-03
8775-ERLNB,2026-03-01,3,46.9,0.407,2026-03-09
8775-ERLNB,2026-04-01,21,16.37,0.487,2026-04-17
8775-ERLNB,2026-05-01,13,43.98,0.375,2026-05-23
8775-ERLNB,2026-06-01,22,49.15,0.521,2026-06-25
8775-ERLNB,2026-07-01,36,26.7,0.578,2026-07-05
8775-ERLNB,2026-08-01,11,34.7,0.506,2026-08-08
8309-IEYJD,2026-03-01,14,7.66,0.6,2026-03-03
8309-IEYJD,2026-04-01,20,5.71,0.724,2026-04-09
8309-IEYJD,2026-05-01,26,15.26,0.702,2026-05-08
8309-IEYJD,2026-06-01,9,10.78,0.669,2026-06-04
8309-IEYJD,2026-07-01,11,9.8,0.574,2026-07-25
8309-IEYJD,2026-08-01,30,3.36,0.827,2026-08-18
9172-JITSM,2026-03-01,40,31.91,0.754,2026-03-12
9172-JITSM,2026-04-01,14,22.2,0.778,2026-04-14
9172-JITSM,2026-05-01,21,20.42,0.73,2026-05-12
9172-JITSM,2026-06-01,23,23.38,0.543,2026-06-27
9172-JITSM,2026-07-01,31,27.16,0.778,2026-07-10
9172-JITSM,2026-08-01,11,18.3,0.876,2026-08-04
6298-QDFNH,2026-03-01,9,20.02,0.345,2026-03-06
6298-QDFNH,2026-04-01,5,21.45,0.478,2026-04-13
6298-QDFNH,2026-05-01,6,12.19,0.409,2026-05-08
6298-QDFNH,2026-06-01,12,15.54,0.471,2026-06-11
6298-QDFNH,2026-07-01,4,11.15,0.191,2026-07-06
6298-QDFNH,2026-08-01,1,10.03,0.305,2026-08-18
7398-HPYZQ,2026-03-01,14,5.4,0.935,2026-03-10
7398-HPYZQ,2026-04-01,22,55.87,0.756,2026-04-08
7398-HPYZQ,2026-05-01,10,74.25,0.736,2026-05-10
7398-HPYZQ,2026-06-01,27,54.81,0.859,2026-06-20
7398-HPYZQ,2026-07-01,18,47.71,0.938,2026-07-05
7398-HPYZQ,2026-08-01,36,49.31,0.772,2026-08-21
3546-GHEAE,2026-03-01,8,57.67,0.361,2026-03-20
3546-GHEAE,2026-04-01,7,18.42,0.378,2026-04-01
3546-GHEAE,2026-05-01,11,84.62,0.47,2026-05-22
3546-GHEAE,2026-06-01,7,66.18,0.569,2026-06-09
3546-GHEAE,2026-07-01,16,63.44,0.599,2026-07-09
3546-GHEAE,2026-08-01,5,49.24,0.578,2026-08-01
7361-YPXFS,2026-03-01,24,40.77,0.494,2026-03-20
7361-YPXFS,2026-04-01,20,35.06,0.612,2026-04-08
7361-YPXFS,2026-05-01,24,74.44,0.494,2026-05-15
7361-YPXFS,2026-06-01,3,24.18,0.614,2026-06-22
7361-YPXFS,2026-07-01,31,60.32,0.667,2026-07-05
7361-YPXFS,2026-08-01,23,59.88,0.503,2026-08-23
6557-BZXLQ,2026-03-01,8,14.75,0.486,2026-03-05
6557-BZXLQ,2026-04-01,3,22.56,0.485,2026-04-19
6557-BZXLQ,2026-05-01,1,19.14,0.462,2026-05-23
6557-BZXLQ,2026-06-01,8,0.0,0.617,2026-06-15
6557-BZXLQ,2026-07-01,19,13.22,0.487,2026-07-09
6557-BZXLQ,2026-08-01,3,45.77,0.509,2026-08-22
2550-QHZGP,2026-03-01,35,18.48,0.846,2026-03-07
2550-QHZGP,2026-04-01,41,28.25,0.678,2026-04-14
2550-QHZGP,2026-05-01,22,61.44,0.626,2026-05-13
2550-QHZGP,2026-06-01,10,67.65,0.723,2026-06-18
2550-QHZGP,2026-07-01,34,30.65,0.793,2026-07-05
2550-QHZGP,2026-08-01,21,22.09,0.891,2026-08-06
7519-JTWQH,2026-03-01,19,38.27,0.747,2026-03-08
7519-JTWQH,2026-04-01,27,28.76,0.609,2026-04-12
7519-JTWQH,2026-05-01,17,55.42,0.745,2026-05-12
7519-JTWQH,2026-06-01,26,7.89,0.716,2026-06-19
7519-JTWQH,2026-07-01,28,36.65,0.782,2026-07-21
7519-JTWQH,2026-08-01,17,8.21,0.725,2026-08-16
2538-OIMXF,2026-03-01,13,30.69,0.589,2026-03-13
2538-OIMXF,2026-04-01,13,54.31,0.387,2026-04-14
2538-OIMXF,2026-05-01,13,27.59,0.522,2026-05-05
2538-OIMXF,2026-06-01,7,21.18,0.577,2026-06-16
2538-OIMXF,2026-07-01,11,15.7,0.581,2026-07-26
2538-OIMXF,2026-08-01,13,34.94,0.563,2026-08-05
8543-MSDMF,2026-03-01,13,44.9,0.529,2026-03-01
8543-MSDMF,2026-04-01,8,25.36,0.237,2026-04-14
8543-MSDMF,2026-05-01,20,31.29,0.276,2026-05-04
8543-MSDMF,2026-06-01,20,31.36,0.298,2026-06-11
8543-MSDMF,2026-07-01,22,35.7,0.292,2026-07-12
8543-MSDMF,2026-08-01,0,34.46,0.576,2026-08-04
9961-JBNMK,2026-03-01,13,0.0,0.614,2026-03-21
9961-JBNMK,2026-04-01,13,17.56,0.668,2026-04-01
9961-JBNMK,2026-05-01,26,39.21,0.591,2026-05-12
9961-JBNMK,2026-06-01,18,34.65,0.529,2026-06-17
9961-JBNMK,2026-07-01,11,31.55,0.724,2026-07-20
9961-JBNMK,2026-08-01,15,25.4,0.59,2026-08-13
1170-SASML,2026-03-01,20,72.01,0.482,2026-03-08
1170-SASML,2026-04-01,5,34.31,0.363,2026-04-20
1170-SASML,2026-05-01,8,95.28,0.378,2026-05-02
1170-SASML,2026-06-01,18,63.15,0.259,2026-06-26
1170-SASML,2026-07-01,9,26.12,0.231,2026-07-25
1170-SASML,2026-08-01,20,79.73,0.359,2026-08-06
4872-JCVCA,2026-03-01,28,47.63,0.633,2026-03-11
4872-JCVCA,2026-04-01,30,11.55,0.473,2026-04-14
4872-JCVCA,2026-05-01,16,50.86,0.488,2026-05-12
4872-JCVCA,2026-06-01,24,40.71,0.613,2026-06-14
4872-JCVCA,2026-07-01,28,35.71,0.576,2026-07-06
4872-JCVCA,2026-08-01,27,15.32,0.434,2026-08-21
5346-BZCHP,2026-03-01,11,17.81,0.23,2026-03-22
5346-BZCHP,2026-04-01,15,18.82,0.126,2026-04-11
5346-BZCHP,2026-05-01,8,31.21,0.04,2026-05-05
5346-BZCHP,2026-06-01,8,15.81,0.152,2026-06-15
5346-BZCHP,2026-07-01,11,5.88,0.092,2026-07-16
5346-BZCHP,2026-08-01,3,27.17,0.127,2026-08-09
2038-LLMLM,2026-03-01,13,17.86,0.436,2026-03-18
2038-LLMLM,2026-04-01,42,20.59,0.554,2026-04-13
2038-LLMLM,2026-05-01,24,26.9,0.513,2026-05-22
2038-LLMLM,2026-06-01,23,0.0,0.514,2026-06-14
2038-LLMLM,2026-07-01,17,11.48,0.582,2026-07-25
2038-LLMLM,2026-08-01,19,9.46,0.492,2026-08-18
6173-ITPWD,2026-03-01,17,19.26,0.722,2026-03-24
6173-ITPWD,2026-04-01,8,15.05,0.813,2026-04-15
6173-ITPWD,2026-05-01,4,6.36,0.881,2026-05-07
6173-ITPWD,2026-06-01,4,20.74,0.798,2026-06-26
6173-ITPWD,2026-07-01,4,9.59,0.72,2026-07-16
6173-ITPWD,2026-08-01,9,16.64,0.893,2026-08-09
9734-UYXQI,2026-03-01,25,7.83,0.268,2026-03-14
9734-UYXQI,2026-04-01,32,12.1,0.199,2026-04-18
9734-UYXQI,2026-05-01,7,4.36,0.354,2026-05-24
9734-UYXQI,2026-06-01,18,2.58,0.316,2026-06-09
9734-UYXQI,2026-07-01,18,5.28,0.229,2026-07-26
9734-UYXQI,2026-08-01,12,3.93,0.238,2026-08-15
1216-BGTSP,2026-03-01,9,13.2,0.401,2026-03-03
1216-BGTSP,2026-04-01,0,12.87,0.417,2026-04-13
1216-BGTSP,2026-05-01,5,10.18,0.524,2026-05-03
1216-BGTSP,2026-06-01,22,16.69,0.666,2026-06-06
1216-BGTSP,2026-07-01,25,12.44,0.554,2026-07-04
1216-BGTSP,2026-08-01,0,9.84,0.391,2026-08-24
4138-NAXED,2026-03-01,14,20.69,0.543,2026-03-03
4138-NAXED,2026-04-01,16,9.57,0.563,2026-04-22
4138-NAXED,2026-05-01,14,16.2,0.697,2026-05-04
4138-NAXED,2026-06-01,8,21.71,0.691,2026-06-26
4138-NAXED,2026-07-01,10,18.57,0.619,2026-07-13
4138-NAXED,2026-08-01,11,25.26,0.703,2026-08-19
2189-UXTKY,2026-03-01,9,14.57,0.353,2026-03-01
2189-UXTKY,2026-04-01,6,15.13,0.466,2026-04-02
2189-UXTKY,2026-05-01,3,4.38,0.313,2026-05-10
2189-UXTKY,2026-06-01,5,10.7,0.383,2026-06-15
2189-UXTKY,2026-07-01,9,3.52,0.408,2026-07-23
2189-UXTKY,2026-08-01,9,13.44,0.281,2026-08-08
0744-BIKKF,2026-03-01,11,21.14,0.329,2026-03-04
0744-BIKKF,2026-04-01,10,35.68,0.306,2026-04-27
0744-BIKKF,2026-05-01,10,15.42,0.411,2026-05-15
0744-BIKKF,2026-06-01,22,38.58,0.379,2026-06-01
0744-BIKKF,2026-07-01,8,53.72,0.314,2026-07-17
0744-BIKKF,2026-08-01,19,25.04,0.326,2026-08-24
7483-IQWIB,2026-03-01,10,18.23,0.599,2026-03-01
7483-IQWIB,2026-04-01,10,12.36,0.61,2026-04-02
7483-IQWIB,2026-05-01,14,11.17,0.676,2026-05-21
7483-IQWIB,2026-06-01,9,0.92,0.576,2026-06-27
7483-IQWIB,2026-07-01,4,17.49,0.644,2026-07-24
7483-IQWIB,2026-08-01,19,12.58,0.544,2026-08-10
5248-KWLAR,2026-03-01,18,14.82,0.606,2026-03-20
5248-KWLAR,2026-04-01,18,29.49,0.616,2026-04-21
5248-KWLAR,2026-05-01,16,1.34,0.435,2026-05-13
5248-KWLAR,2026-06-01,13,36.71,0.377,2026-06-19
5248-KWLAR,2026-07-01,8,30.0,0.424,2026-07-14
5248-KWLAR,2026-08-01,15,27.77,0.318,2026-08-07
4958-GZWIY,2026-03-01,18,17.36,0.754,2026-03-15
4958-GZWIY,2026-04-01,2,12.41,0.826,2026-04-10
4958-GZWIY,2026-05-01,23,28.54,0.745,2026-05-06
4958-GZWIY,2026-06-01,6,16.42,0.727,2026-06-23
4958-GZWIY,2026-07-01,2,13.7,0.561,2026-07-22
4958-GZWIY,2026-08-01,3,11.78,0.464,2026-08-02
7996-MHXLW,2026-03-01,7,44.31,0.904,2026-03-05
7996-MHXLW,2026-04-01,10,54.55,0.774,2026-04-06
7996-MHXLW,2026-05-01,16,22.39,0.671,2026-05-06
7996-MHXLW,2026-06-01,16,48.05,0.728,2026-06-25
7996-MHXLW,2026-07-01,0,51.03,0.91,2026-07-04
7996-MHXLW,2026-08-01,9,18.89,0.813,2026-08-20
7833-PKIHD,2026-03-01,32,0.0,0.526,2026-03-09
7833-PKIHD,2026-04-01,27,17.56,0.436,2026-04-27
7833-PKIHD,2026-05-01,23,21.86,0.334,2026-05-09
7833-PKIHD,2026-06-01,22,22.74,0.413,2026-06-22
7833-PKIHD,2026-07-01,32,37.48,0.476,2026-07-20
7833-PKIHD,2026-08-01,27,24.87,0.455,2026-08-20
7061-OVMIM,2026-03-01,9,41.39,0.649,2026-03-07
7061-OVMIM,2026-04-01,9,0.0,0.701,2026-04-27
7061-OVMIM,2026-05-01,8,32.9,0.565,2026-05-17
7061-OVMIM,2026-06-01,11,43.9,0.688,2026-06-20
7061-OVMIM,2026-07-01,12,32.26,0.539,2026-07-24
7061-OVMIM,2026-08-01,9,8.93,0.695,2026-08-03
5153-RTHKF,2026-03-01,0,12.26,0.625,2026-03-11
5153-RTHKF,2026-04-01,28,27.69,0.537,2026-04-19
5153-RTHKF,2026-05-01,25,10.07,0.529,2026-05-25
5153-RTHKF,2026-06-01,5,47.09,0.512,2026-06-14
5153-RTHKF,2026-07-01,28,8.03,0.327,2026-07-12
5153-RTHKF,2026-08-01,26,0.0,0.487,2026-08-23
1852-QSWCD,2026-03-01,28,28.22,0.128,2026-03-07
1852-QSWCD,2026-04-01,5,21.22,0.02,2026-04-07
1852-QSWCD,2026-05-01,52,22.63,0.041,2026-05-05
1852-QSWCD,2026-06-01,21,54.49,0.175,2026-06-21
1852-QSWCD,2026-07-01,60,11.9,0.114,2026-07-03
1852-QSWCD,2026-08-01,18,12.84,0.02,2026-08-12
4832-VRBMR,2026-03-01,6,38.78,0.667,2026-03-17
4832-VRBMR,2026-04-01,6,29.46,0.712,2026-04-14
4832-VRBMR,2026-05-01,2,45.41,0.836,2026-05-09
4832-VRBMR,2026-06-01,10,0.79,0.646,2026-06-12
4832-VRBMR,2026-07-01,8,3.04,0.748,2026-07-15
4832-VRBMR,2026-08-01,8,35.4,0.709,2026-08-09
9079-LWTFD,2026-03-01,1,7.79,0.606,2026-03-05
9079-LWTFD,2026-04-01,6,17.05,0.588,2026-04-15
9079-LWTFD,2026-05-01,0,38.67,0.644,2026-05-13
9079-LWTFD,2026-06-01,0,12.45,0.609,2026-06-07
9079-LWTFD,2026-07-01,3,21.25,0.62,2026-07-14
9079-LWTFD,2026-08-01,4,15.49,0.544,2026-08-08
6356-ELRKD,2026-03-01,13,2.94,0.759,2026-03-03
6356-ELRKD,2026-04-01,12,40.32,0.727,2026-04-17
6356-ELRKD,2026-05-01,14,29.07,0.652,2026-05-04
6356-ELRKD,2026-06-01,11,19.29,0.658,2026-06-27
6356-ELRKD,2026-07-01,3,11.18,0.552,2026-07-16
6356-ELRKD,2026-08-01,12,8.61,0.744,2026-08-24
8624-GIOUT,2026-03-01,16,39.56,0.393,2026-03-09
8624-GIOUT,2026-04-01,10,39.55,0.531,2026-04-03
8624-GIOUT,2026-05-01,14,46.46,0.367,2026-05-26
8624-GIOUT,2026-06-01,1,27.12,0.365,2026-06-14
8624-GIOUT,2026-07-01,10,43.4,0.478,2026-07-23
8624-GIOUT,2026-08-01,25,37.96,0.45,2026-08-24
3392-EHMNK,2026-03-01,7,25.42,0.869,2026-03-13
3392-EHMNK,2026-04-01,17,6.56,0.814,2026-04-18
3392-EHMNK,2026-05-01,16,20.94,0.806,2026-05-08
3392-EHMNK,2026-06-01,26,53.92,0.7,2026-06-22
3392-EHMNK,2026-07-01,22,20.46,0.65,2026-07-18
3392-EHMNK,2026-08-01,12,28.78,0.901,2026-08-24
5986-WWXDV,2026-03-01,9,25.59,0.347,2026-03-19
5986-WWXDV,2026-04-01,8,16.82,0.365,2026-04-26
5986-WWXDV,2026-05-01,19,28.26,0.362,2026-05-08
5986-WWXDV,2026-06-01,24,43.7,0.402,2026-06-19
5986-WWXDV,2026-07-01,13,1.16,0.51,2026-07-03
5986-WWXDV,2026-08-01,31,50.01,0.441,2026-08-18
3061-BCKYI,2026-03-01,9,51.86,0.388,2026-03-09
3061-BCKYI,2026-04-01,15,47.69,0.529,2026-04-15
3061-BCKYI,2026-05-01,15,29.25,0.667,2026-05-08
3061-BCKYI,2026-06-01,20,47.8,0.516,2026-06-02
3061-BCKYI,2026-07-01,30,57.43,0.625,2026-07-13
3061-BCKYI,2026-08-01,27,40.96,0.439,2026-08-08
6179-GJPSO,2026-03-01,9,33.94,0.153,2026-03-15
6179-GJPSO,2026-04-01,3,18.2,0.198,2026-04-23
6179-GJPSO,2026-05-01,4,0.0,0.033,2026-05-18
6179-GJPSO,2026-06-01,4,18.23,0.036,2026-06-13
6179-GJPSO,2026-07-01,6,0.19,0.049,2026-07-09
6179-GJPSO,2026-08-01,5,14.92,0.172,2026-08-19
7901-TBKJX,2026-03-01,20,42.99,0.636,2026-03-24
7901-TBKJX,2026-04-01,18,26.08,0.807,2026-04-08
7901-TBKJX,2026-05-01,21,16.48,0.539,2026-05-26
7901-TBKJX,2026-06-01,13,30.07,0.657,2026-06-10
7901-TBKJX,2026-07-01,23,18.67,0.668,2026-07-11
7901-TBKJX,2026-08-01,40,16.09,0.703,2026-08-09
7228-PAQPD,2026-03-01,58,24.33,0.681,2026-03-23
7228-PAQPD,2026-04-01,51,22.99,0.521,2026-04-11
7228-PAQPD,2026-05-01,55,63.31,0.567,2026-05-21
7228-PAQPD,2026-06-01,0,69.69,0.439,2026-06-23
7228-PAQPD,2026-07-01,74,0.0,0.551,2026-07-02
7228-PAQPD,2026-08-01,31,41.72,0.62,2026-08-09
3177-LASXD,2026-03-01,2,16.47,0.794,2026-03-15
3177-LASXD,2026-04-01,8,19.83,0.713,2026-04-23
3177-LASXD,2026-05-01,3,14.73,0.681,2026-05-07
3177-LASXD,2026-06-01,6,18.91,0.633,2026-06-07
3177-LASXD,2026-07-01,1,17.99,0.421,2026-07-13
3177-LASXD,2026-08-01,7,23.83,0.432,2026-08-22
7746-QYVCO,2026-03-01,16,3.14,0.836,2026-03-10
7746-QYVCO,2026-04-01,9,23.13,0.701,2026-04-03
7746-QYVCO,2026-05-01,29,16.96,0.8,2026-05-04
7746-QYVCO,2026-06-01,9,18.0,0.829,2026-06-20
7746-QYVCO,2026-07-01,6,30.81,0.759,2026-07-06
7746-QYVCO,2026-08-01,8,9.96,0.575,2026-08-18
5804-HYIEZ,2026-03-01,3,23.93,0.515,2026-03-07
5804-HYIEZ,2026-04-01,22,6.34,0.452,2026-04-14
5804-HYIEZ,2026-05-01,16,43.65,0.437,2026-05-14
5804-HYIEZ,2026-06-01,9,36.75,0.461,2026-06-23
5804-HYIEZ,2026-07-01,14,73.15,0.458,2026-07-09
5804-HYIEZ,2026-08-01,4,49.57,0.441,2026-08-26
9919-FZDED,2026-03-01,21,28.29,0.616,2026-03-17
9919-FZDED,2026-04-01,9,17.25,0.645,2026-04-18
9919-FZDED,2026-05-01,18,9.86,0.636,2026-05-01
9919-FZDED,2026-06-01,13,29.03,0.607,2026-06-21
9919-FZDED,2026-07-01,8,20.09,0.696,2026-07-14
9919-FZDED,2026-08-01,4,10.16,0.59,2026-08-20
5934-TSSAU,2026-03-01,33,8.56,0.166,2026-03-02
5934-TSSAU,2026-04-01,31,19.97,0.304,2026-04-05
5934-TSSAU,2026-05-01,11,2.13,0.335,2026-05-03
5934-TSSAU,2026-06-01,74,19.72,0.355,2026-06-18
5934-TSSAU,2026-07-01,15,12.73,0.31,2026-07-09
5934-TSSAU,2026-08-01,30,14.91,0.187,2026-08-11
3486-KHMLI,2026-03-01,5,21.56,0.371,2026-03-11
3486-KHMLI,2026-04-01,13,30.89,0.408,2026-04-16
3486-KHMLI,2026-05-01,5,38.23,0.46,2026-05-03
3486-KHMLI,2026-06-01,4,19.73,0.571,2026-06-20
3486-KHMLI,2026-07-01,10,20.15,0.521,2026-07-06
3486-KHMLI,2026-08-01,20,23.49,0.527,2026-08-25
4897-QSUYC,2026-03-01,14,10.33,0.215,2026-03-10
4897-QSUYC,2026-04-01,12,13.3,0.327,2026-04-16
4897-QSUYC,2026-05-01,6,28.46,0.243,2026-05-04
4897-QSUYC,2026-06-01,1,37.62,0.285,2026-06-17
4897-QSUYC,2026-07-01,5,36.19,0.209,2026-07-27
4897-QSUYC,2026-08-01,4,31.47,0.238,2026-08-09
1084-UQCHV,2026-03-01,20,62.48,0.254,2026-03-07
1084-UQCHV,2026-04-01,19,2.16,0.283,2026-04-23
1084-UQCHV,2026-05-01,14,49.66,0.336,2026-05-02
1084-UQCHV,2026-06-01,19,28.85,0.167,2026-06-22
1084-UQCHV,2026-07-01,21,21.64,0.209,2026-07-26
1084-UQCHV,2026-08-01,14,43.07,0.317,2026-08-07
8290-YWKHZ,2026-03-01,5,44.52,0.688,2026-03-16
8290-YWKHZ,2026-04-01,6,15.58,0.614,2026-04-07
8290-YWKHZ,2026-05-01,5,17.97,0.51,2026-05-24
8290-YWKHZ,2026-06-01,7,26.32,0.439,2026-06-05
8290-YWKHZ,2026-07-01,4,58.85,0.536,2026-07-26
8290-YWKHZ,2026-08-01,5,23.56,0.444,2026-08-26
2955-BJZHG,2026-03-01,0,19.45,0.242,2026-03-26
2955-BJZHG,2026-04-01,41,6.14,0.297,2026-04-07
2955-BJZHG,2026-05-01,11,14.0,0.254,2026-05-07
2955-BJZHG,2026-06-01,6,6.47,0.174,2026-06-25
2955-BJZHG,2026-07-01,2,13.7,0.344,2026-07-01
2955-BJZHG,2026-08-01,0,11.84,0.267,2026-08-22
3806-DXQOM,2026-03-01,22,7.68,0.527,2026-03-20
3806-DXQOM,2026-04-01,7,1.61,0.562,2026-04-17
3806-DXQOM,2026-05-01,18,9.2,0.439,2026-05-19
3806-DXQOM,2026-06-01,4,3.11,0.306,2026-06-02
3806-DXQOM,2026-07-01,8,9.47,0.351,2026-07-01
3806-DXQOM,2026-08-01,12,3.91,0.334,2026-08-18
6784-XYJAE,2026-03-01,58,15.36,0.741,2026-03-20
6784-XYJAE,2026-04-01,20,21.32,0.865,2026-04-15
6784-XYJAE,2026-05-01,28,61.03,0.721,2026-05-08
6784-XYJAE,2026-06-01,50,26.06,0.789,2026-06-19
6784-XYJAE,2026-07-01,38,19.62,0.886,2026-07-03
6784-XYJAE,2026-08-01,19,20.26,0.771,2026-08-19
3933-DQPWX,2026-03-01,7,29.71,0.585,2026-03-12
3933-DQPWX,2026-04-01,15,12.55,0.455,2026-04-15
3933-DQPWX,2026-05-01,7,10.08,0.606,2026-05-25
3933-DQPWX,2026-06-01,5,25.33,0.432,2026-06-16
3933-DQPWX,2026-07-01,24,19.56,0.488,2026-07-27
