customer_id,plan_type,contract_type,billing_cycle,payment_method,monthly_charge,tenure_months,status,start_date,end_date
1205-WNWPJ,Basic,Month-to-month,Monthly,Mailed check,59.5,7,cancelled,2026-02-14,2026-07-21
9391-EOYLI,Basic,Month-to-month,Monthly,Electronic check,80.45,12,cancelled,2025-08-27,2026-08-12
7108-DGVUU,Standard,One year,Annual,Bank transfer (automatic),71.7,21,active,2024-12-08,
2782-JEEBU,Basic,Month-to-month,Monthly,Mailed check,36.0,21,active,2024-11-19,
5127-BZENZ,Standard,One year,Annual,Bank transfer (automatic),65.2,56,active,2021-12-28,
2720-FVBQP,Basic,Month-to-month,Monthly,Credit card (automatic),48.95,6,active,2026-03-04,
9906-NHHVC,Pro,Two year,Annual,Bank transfer (automatic),53.5,65,active,2021-04-12,
4522-XRWWI,Standard,One year,Annual,Credit card (automatic),80.45,42,active,2023-03-16,
3766-EJLFL,Pro,Two year,Annual,Bank transfer (automatic),109.05,68,active,2020-12-27,
5939-SXWHM,Pro,Two year,Annual,Bank transfer (automatic),26.3,48,active,2022-08-25,
8152-UOBNY,Standard,One year,Annual,Electronic check,106.8,50,active,2022-07-10,
7351-KYHQH,Basic,Month-to-month,Monthly,Electronic check,64.95,7,active,2026-02-15,
7643-RCHXS,Pro,Two year,Annual,Electronic check,19.35,63,active,2021-06-08,
8246-SHFGA,Basic,Month-to-month,Monthly,Credit card (automatic),21.1,17,active,2025-03-26,
8387-MOJJT,Basic,Month-to-month,Monthly,Credit card (automatic),77.95,42,cancelled,2023-03-01,2026-09-15
0620-XEFWH,Basic,Month-to-month,Monthly,Mailed check,18.85,4,active,2026-05-16,
6485-QXWWE,Pro,Two year,Annual,Bank transfer (automatic),26.0,62,active,2021-07-14,
2761-OCIAX,Basic,Month-to-month,Monthly,Electronic check,74.7,2,cancelled,2026-07-15,2026-08-10
7321-VGNKU,Basic,Month-to-month,Monthly,Electronic check,70.35,2,active,2026-06-26,
5327-CNLUQ,Pro,Two year,Annual,Bank transfer (automatic),96.9,48,active,2022-08-24,
7552-KEYGT,Pro,Two year,Annual,Bank transfer (automatic),19.55,27,active,2024-06-05,
5816-JMLGY,Pro,Two year,Annual,Bank transfer (automatic),80.4,70,active,2020-10-27,
3068-OMWZA,Basic,Month-to-month,Monthly,Electronic check,88.8,1,cancelled,2026-08-17,2026-09-01
2927-QRRQV,Standard,One year,Annual,Electronic check,94.65,46,active,2022-10-31,
6032-KRXXO,Basic,Month-to-month,Monthly,Electronic check,90.25,30,cancelled,2024-03-09,2026-09-02
7459-RRWQZ,Basic,Month-to-month,Monthly,Bank transfer (automatic),64.65,15,cancelled,2025-05-24,2026-07-26
6265-SXWBU,Standard,One year,Annual,Credit card (automatic),95.75,69,active,2020-12-02,
7941-RCJOW,Pro,Two year,Annual,Credit card (automatic),19.55,65,active,2021-03-23,
6374-NTQLP,Pro,Two year,Annual,Credit card (automatic),104.1,72,active,2020-08-31,
4154-AQUGT,Basic,Month-to-month,Monthly,Bank transfer (automatic),89.05,13,cancelled,2025-08-04,2026-08-20
2387-KDZQY,Standard,One year,Annual,Mailed check,20.1,17,active,2025-03-20,
3584-WKTTW,Standard,One year,Annual,Electronic check,111.55,51,active,2022-05-19,
3399-BMLVW,Pro,Two year,Annual,Credit card (automatic),60.5,51,active,2022-06-04,
1971-DTCZB,Pro,Two year,Annual,Bank transfer (automatic),90.95,72,active,2020-09-06,
3092-IGHWF,Standard,One year,Annual,Electronic check,87.4,67,cancelled,2021-01-27,2026-07-31
3374-PZLXD,Basic,Month-to-month,Monthly,Mailed check,19.7,34,active,2023-11-12,
3813-DHBBB,Pro,Two year,Annual,Bank transfer (automatic),50.95,67,active,2021-02-04,
2812-REYAT,Standard,One year,Annual,Bank transfer (automatic),20.05,49,active,2022-07-23,
6518-PPLMZ,Pro,Two year,Annual,Mailed check,19.4,53,active,2022-03-22,
4939-KYYPY,Basic,Month-to-month,Monthly,Electronic check,59.45,27,active,2024-06-05,
8017-LXHFA,Basic,Month-to-month,Monthly,Electronic check,94.75,23,cancelled,2024-10-05,2026-08-25
5930-GBIWP,Pro,Two year,Annual,Credit card (automatic),81.5,69,active,2020-11-20,
6022-KOUQO,Basic,Month-to-month,Monthly,Bank transfer (automatic),29.05,2,active,2026-07-12,
6352-TWCAU,Basic,Month-to-month,Monthly,Electronic check,86.45,35,cancelled,2023-10-16,2026-08-11
2361-UPSND,Standard,One year,Annual,Mailed check,70.6,46,active,2022-11-14,
6035-RIIOM,Pro,Two year,Annual,Bank transfer (automatic),97.2,54,active,2022-03-15,
2929-QNSRW,Standard,One year,Annual,Electronic check,98.25,56,cancelled,2021-12-21,2026-08-07
1262-OPMFY,Basic,Month-to-month,Monthly,Bank transfer (automatic),75.75,9,cancelled,2025-12-16,2026-07-25
9504-DSHWM,Basic,Month-to-month,Monthly,Bank transfer (automatic),59.2,20,active,2025-01-07,
5035-BVCXS,Basic,Month-to-month,Monthly,Mailed check,75.9,11,active,2025-09-29,
6267-DCFFZ,Basic,Month-to-month,Monthly,Electronic check,90.05,30,active,2024-02-28,
3533-UVMOM,Pro,Two year,Annual,Bank transfer (automatic),70.95,68,active,2020-12-23,
2439-LYPMQ,Basic,Month-to-month,Monthly,Electronic check,102.6,38,active,2023-06-19,
4248-QPAVC,Basic,Month-to-month,Monthly,Bank transfer (automatic),85.35,17,cancelled,2025-04-05,2026-09-04
1899-VXWXM,Standard,One year,Annual,Credit card (automatic),106.1,48,cancelled,2022-09-10,2026-08-13
1478-VPOAD,Basic,Month-to-month,Monthly,Electronic check,43.8,1,active,2026-08-15,
9995-HOTOH,Pro,Two year,Annual,Electronic check,59.0,63,active,2021-05-22,
2988-PLAHS,Standard,One year,Annual,Electronic check,69.95,3,active,2026-06-06,
1371-OJCEK,Standard,One year,Annual,Bank transfer (automatic),24.35,48,active,2022-08-21,
4999-IEZLT,Standard,One year,Annual,Credit card (automatic),29.45,66,active,2021-03-07,
8883-ANODQ,Pro,Two year,Annual,Credit card (automatic),84.4,68,active,2020-12-25,
4690-LLKUA,Basic,Month-to-month,Monthly,Electronic check,45.05,17,cancelled,2025-03-29,2026-08-23
2351-RRBUE,Standard,One year,Annual,Mailed check,20.65,7,active,2026-01-25,
5980-BDHPY,Pro,Two year,Annual,Bank transfer (automatic),87.1,72,active,2020-08-28,
1498-DQNRX,Basic,Month-to-month,Monthly,Mailed check,19.85,29,active,2024-04-08,
9469-WEJBT,Basic,Month-to-month,Monthly,Electronic check,90.35,37,active,2023-08-14,
3331-HQDTW,Basic,Month-to-month,Monthly,Mailed check,109.8,34,cancelled,2023-11-17,2026-08-19
9490-DFPMD,Basic,Month-to-month,Monthly,Electronic check,84.65,42,cancelled,2023-03-06,2026-07-27
2581-VKIRT,Standard,One year,Annual,Mailed check,65.5,59,active,2021-09-21,
5442-XSDCW,Basic,Month-to-month,Monthly,Bank transfer (automatic),79.5,11,cancelled,2025-09-28,2026-09-07
7426-WEIJX,Basic,Month-to-month,Monthly,Electronic check,80.95,60,active,2021-08-27,
2851-MMUTZ,Basic,Month-to-month,Monthly,Mailed check,56.15,27,active,2024-06-10,
3049-NDXFL,Basic,Month-to-month,Monthly,Mailed check,85.8,1,cancelled,2026-08-03,2026-08-14
8580-AECUZ,Basic,Month-to-month,Monthly,Electronic check,79.1,1,cancelled,2026-08-05,2026-08-24
3307-TLCUD,Basic,Month-to-month,Monthly,Mailed check,34.4,17,active,2025-04-13,
6625-FLENO,Pro,Two year,Annual,Mailed check,20.75,58,active,2021-10-29,
2967-MXRAV,Standard,One year,Annual,Mailed check,18.8,1,active,2026-08-07,
7963-GQRMY,Basic,Month-to-month,Monthly,Mailed check,44.3,3,cancelled,2026-06-05,2026-07-25
8189-HBVRW,Basic,Month-to-month,Monthly,Electronic check,90.8,53,active,2022-03-31,
4163-KIUHY,Basic,Month-to-month,Monthly,Electronic check,25.6,35,active,2023-10-17,
1228-FZFRV,Basic,Month-to-month,Monthly,Credit card (automatic),105.95,50,cancelled,2022-06-19,2026-09-03
3500-NSDOA,Pro,Two year,Annual,Credit card (automatic),70.8,68,active,2021-01-10,
1171-TYKUR,Basic,Month-to-month,Monthly,Electronic check,25.4,47,active,2022-09-27,
3761-FLYZI,Basic,Month-to-month,Monthly,Bank transfer (automatic),108.8,65,active,2021-03-25,
2058-DCJBE,Basic,Month-to-month,Monthly,Electronic check,69.75,5,cancelled,2026-04-13,2026-09-02
5364-XYIRR,Basic,Month-to-month,Monthly,Electronic check,94.65,51,cancelled,2022-06-10,2026-09-10
4829-AUOAX,Basic,Month-to-month,Monthly,Bank transfer (automatic),96.05,46,cancelled,2022-11-04,2026-08-21
1219-NNDDO,Basic,Month-to-month,Monthly,Electronic check,76.85,9,active,2025-11-23,
8388-DMKAE,Pro,Two year,Annual,Mailed check,20.25,8,active,2025-12-28,
4403-BWPAY,Standard,One year,Annual,Credit card (automatic),24.8,14,active,2025-07-03,
9659-QEQSY,Basic,Month-to-month,Monthly,Electronic check,115.65,45,active,2022-11-22,
5405-ZMYXQ,Basic,Month-to-month,Monthly,Credit card (automatic),74.6,8,active,2026-01-02,
5047-LHVLY,Basic,Month-to-month,Monthly,Mailed check,50.15,1,cancelled,2026-07-22,2026-09-15
1442-OKRJE,Standard,One year,Annual,Bank transfer (automatic),103.15,66,active,2021-02-22,
4737-AQCPU,Pro,Two year,Annual,Credit card (automatic),72.1,72,active,2020-09-11,
9158-VCTQB,Basic,Month-to-month,Monthly,Bank transfer (automatic),113.6,41,cancelled,2023-04-06,2026-08-17
2808-CHTDM,Pro,Two year,Annual,Mailed check,25.1,23,active,2024-10-16,
6311-UEUME,Basic,Month-to-month,Monthly,Electronic check,78.9,29,cancelled,2024-04-10,2026-09-02
0793-TWELN,Basic,Month-to-month,Monthly,Electronic check,80.15,4,active,2026-05-18,
3283-WCWXT,Pro,Two year,Annual,Mailed check,25.4,6,active,2026-03-15,
1060-ENTOF,Standard,One year,Annual,Credit card (automatic),105.4,67,active,2021-02-15,
0999-QXNSA,Basic,Month-to-month,Monthly,Mailed check,45.75,7,active,2026-01-26,
5451-MHQOF,Standard,One year,Annual,Mailed check,24.45,56,active,2022-01-04,
4836-WNFNO,Pro,Two year,Annual,Credit card (automatic),25.0,72,active,2020-09-02,
9225-BZLNZ,Pro,Two year,Annual,Electronic check,85.25,72,active,2020-08-25,
0354-VXMJC,Pro,Two year,Annual,Credit card (automatic),19.6,23,active,2024-09-22,
4422-QVIJA,Basic,Month-to-month,Monthly,Mailed check,50.15,35,active,2023-10-02,
9365-SRSZE,Basic,Month-to-month,Monthly,Electronic check,70.55,27,active,2024-06-04,
6839-ITVZJ,Basic,Month-to-month,Monthly,Electronic check,60.05,26,cancelled,2024-06-28,2026-08-23
8332-OSJDW,Standard,One year,Annual,Mailed check,26.4,12,active,2025-09-04,
4735-BJKOU,Pro,Two year,Annual,Mailed check,20.15,40,active,2023-05-05,
0274-JKUJR,Basic,Month-to-month,Monthly,Mailed check,58.85,7,active,2026-02-07,
5740-YHGTW,Basic,Month-to-month,Monthly,Credit card (automatic),97.55,70,active,2020-11-11,
8917-SZTTJ,Pro,Two year,Annual,Credit card (automatic),19.65,60,active,2021-09-11,
1696-MZVAU,Standard,One year,Annual,Credit card (automatic),25.25,39,active,2023-05-29,
7359-WWYJV,Pro,Two year,Annual,Credit card (automatic),114.45,72,active,2020-08-23,
0375-HVGXO,Basic,Month-to-month,Monthly,Electronic check,34.7,1,cancelled,2026-08-05,2026-08-11
4906-ZHGPK,Standard,One year,Annual,Electronic check,70.7,54,active,2022-03-16,
8593-WHYHV,Basic,Month-to-month,Monthly,Electronic check,85.3,3,cancelled,2026-05-30,2026-08-06
3795-GWTRD,Pro,Two year,Annual,Credit card (automatic),75.55,63,active,2021-05-21,
1298-PHBTI,Pro,Two year,Annual,Electronic check,84.8,71,active,2020-10-01,
6223-DHJGV,Standard,One year,Annual,Mailed check,20.65,42,active,2023-03-18,
6961-MJKBO,Pro,Two year,Annual,Bank transfer (automatic),20.45,47,active,2022-10-15,
6097-EQISJ,Standard,One year,Annual,Credit card (automatic),102.45,66,cancelled,2021-03-02,2026-09-12
4423-YLHDV,Basic,Month-to-month,Monthly,Bank transfer (automatic),104.4,21,cancelled,2024-11-21,2026-09-07
8158-WPEZG,Basic,Month-to-month,Monthly,Electronic check,35.65,11,active,2025-10-16,
0107-YHINA,Basic,Month-to-month,Monthly,Electronic check,99.75,1,cancelled,2026-07-26,2026-08-28
4918-FYJNT,Basic,Month-to-month,Monthly,Electronic check,90.45,55,active,2022-01-23,
0727-BNRLG,Pro,Two year,Annual,Credit card (automatic),97.65,69,active,2020-12-15,
4854-CIDCF,Basic,Month-to-month,Monthly,Electronic check,73.85,3,active,2026-06-11,
8640-SDGKB,Basic,Month-to-month,Monthly,Electronic check,74.4,4,cancelled,2026-05-18,2026-08-16
3280-MRDOF,Pro,Two year,Annual,Credit card (automatic),69.1,30,active,2024-03-01,
6435-SRWBJ,Basic,Month-to-month,Monthly,Electronic check,82.75,5,active,2026-04-12,
9964-WBQDJ,Pro,Two year,Annual,Credit card (automatic),24.4,71,active,2020-09-19,
6303-KFWSL,Standard,One year,Annual,Electronic check,55.25,29,active,2024-04-15,
1702-CCFNJ,Basic,Month-to-month,Monthly,Bank transfer (automatic),61.35,52,active,2022-04-29,
8932-CZHRQ,Standard,One year,Annual,Credit card (automatic),76.75,68,active,2020-12-24,
0386-CWRGM,Pro,Two year,Annual,Mailed check,19.4,46,active,2022-11-11,
5515-RUGKN,Basic,Month-to-month,Monthly,Credit card (automatic),54.75,8,active,2026-01-09,
0404-AHASP,Pro,Two year,Annual,Credit card (automatic),19.7,72,active,2020-08-24,
7279-NMVJC,Standard,One year,Annual,Bank transfer (automatic),19.9,17,active,2025-04-15,
2081-VEYEH,Basic,Month-to-month,Monthly,Electronic check,107.95,3,active,2026-06-04,
6407-UTSLV,Basic,Month-to-month,Monthly,Bank transfer (automatic),83.8,2,active,2026-07-11,
4116-TZAQJ,Basic,Month-to-month,Monthly,Credit card (automatic),74.25,9,cancelled,2025-12-17,2026-07-25
9060-HJJRW,Standard,One year,Annual,Credit card (automatic),56.4,51,active,2022-06-04,
2587-YNLES,Pro,Two year,Annual,Mailed check,20.1,6,active,2026-03-04,
7398-SKNQZ,Basic,Month-to-month,Monthly,Electronic check,94.9,3,active,2026-06-07,
5935-FCCNB,Basic,Month-to-month,Monthly,Electronic check,94.2,17,active,2025-03-24,
1958-RNRKS,Basic,Month-to-month,Monthly,Electronic check,49.9,30,active,2024-03-15,
5136-RGMZO,Basic,Month-to-month,Monthly,Electronic check,71.05,31,active,2024-02-04,
8345-MVDYC,Pro,Two year,Annual,Bank transfer (automatic),81.65,45,active,2022-12-12,
8226-BXGES,Standard,One year,Annual,Bank transfer (automatic),89.45,64,active,2021-04-25,
3877-JRJIP,Basic,Month-to-month,Monthly,Electronic check,59.85,1,cancelled,2026-08-01,2026-09-07
8375-DKEBR,Basic,Month-to-month,Monthly,Electronic check,69.6,1,cancelled,2026-07-27,2026-09-11
9705-IOVQQ,Standard,One year,Annual,Electronic check,99.0,61,active,2021-08-14,
1015-OWJKI,Basic,Month-to-month,Monthly,Mailed check,19.05,1,active,2026-08-04,
7511-YMXVQ,Basic,Month-to-month,Monthly,Electronic check,45.4,9,cancelled,2025-12-16,2026-08-09
2040-XBAVJ,Pro,Two year,Annual,Bank transfer (automatic),114.45,72,active,2020-09-07,
7551-JOHTI,Basic,Month-to-month,Monthly,Mailed check,19.5,1,cancelled,2026-07-20,2026-07-20
8887-IPQNC,Basic,Month-to-month,Monthly,Mailed check,44.25,7,active,2026-01-25,
8646-JCOMS,Standard,One year,Annual,Bank transfer (automatic),90.55,66,active,2021-03-15,
9804-ICWBG,Basic,Month-to-month,Monthly,Electronic check,69.9,1,cancelled,2026-08-06,2026-07-29
1222-KJNZD,Basic,Month-to-month,Monthly,Bank transfer (automatic),20.4,40,active,2023-04-22,
0106-GHRQR,Basic,Month-to-month,Monthly,Bank transfer (automatic),71.4,16,active,2025-05-12,
5318-IXUZF,Basic,Month-to-month,Monthly,Bank transfer (automatic),87.15,2,cancelled,2026-06-26,2026-08-13
3768-VHXQO,Pro,Two year,Annual,Credit card (automatic),24.85,67,active,2021-02-06,
8952-WCVCD,Standard,One year,Annual,Bank transfer (automatic),104.45,41,active,2023-04-03,
2418-TPEUN,Pro,Two year,Annual,Credit card (automatic),19.8,56,active,2021-12-21,
3963-RYFNS,Pro,Two year,Annual,Bank transfer (automatic),116.45,72,active,2020-08-27,
3198-VELRD,Basic,Month-to-month,Monthly,Bank transfer (automatic),84.75,3,cancelled,2026-06-09,2026-09-14
8540-ZQGEA,Pro,Two year,Annual,Credit card (automatic),20.05,54,active,2022-03-18,
1320-REHCS,Basic,Month-to-month,Monthly,Electronic check,110.75,52,active,2022-05-11,
4137-JOPHL,Pro,Two year,Annual,Bank transfer (automatic),89.7,50,active,2022-07-05,
9436-ZBZCT,Basic,Month-to-month,Monthly,Electronic check,89.95,14,cancelled,2025-07-13,2026-08-13
7801-CEDNV,Standard,One year,Annual,Credit card (automatic),48.7,27,active,2024-05-22,
2057-BOYKM,Pro,Two year,Annual,Bank transfer (automatic),96.6,72,active,2020-09-15,
3658-QQJYD,Standard,One year,Annual,Credit card (automatic),74.3,62,active,2021-07-01,
1803-BGNBD,Basic,Month-to-month,Monthly,Electronic check,54.3,12,active,2025-08-18,
0134-XWXCE,Standard,One year,Annual,Bank transfer (automatic),74.85,44,active,2023-01-06,
6950-TWMYB,Pro,Two year,Annual,Bank transfer (automatic),79.95,54,active,2022-03-02,
5848-FHRFC,Pro,Two year,Annual,Bank transfer (automatic),20.05,68,active,2021-01-14,
2243-FNMMI,Basic,Month-to-month,Monthly,Mailed check,19.4,20,active,2024-12-26,
2511-MORQY,Standard,One year,Annual,Bank transfer (automatic),54.9,50,active,2022-06-18,
5356-KZCKT,Pro,Two year,Annual,Credit card (automatic),24.45,58,active,2021-10-24,
9470-XCCEM,Basic,Month-to-month,Monthly,Bank transfer (automatic),89.65,35,active,2023-10-13,
6519-CFDBX,Basic,Month-to-month,Monthly,Electronic check,45.4,2,active,2026-07-08,
3902-MIVLE,Pro,Two year,Annual,Mailed check,75.7,63,active,2021-05-27,
0409-WTMPL,Standard,One year,Annual,Credit card (automatic),110.65,58,active,2021-10-24,
8763-KIAFH,Standard,One year,Annual,Mailed check,20.55,27,active,2024-06-05,
3669-WHAFY,Pro,Two year,Annual,Credit card (automatic),115.15,71,active,2020-09-18,
3055-VTCGS,Standard,One year,Annual,Credit card (automatic),58.55,63,active,2021-06-11,
3144-KMTWZ,Basic,Month-to-month,Monthly,Bank transfer (automatic),93.25,71,active,2020-09-24,
7279-BUYWN,Basic,Month-to-month,Monthly,Electronic check,113.2,41,cancelled,2023-04-03,2026-08-20
7156-MHUGY,Basic,Month-to-month,Monthly,Electronic check,90.5,13,cancelled,2025-07-27,2026-08-20
7198-GLXTC,Basic,Month-to-month,Monthly,Electronic check,79.0,2,cancelled,2026-07-01,2026-08-17
2007-QVGAW,Pro,Two year,Annual,Bank transfer (automatic),19.35,68,active,2021-01-04,
5207-PLSTK,Basic,Month-to-month,Monthly,Mailed check,48.75,1,active,2026-07-24,
2307-FYNNL,Pro,Two year,Annual,Electronic check,109.05,65,active,2021-03-23,
5605-XNWEN,Pro,Two year,Annual,Bank transfer (automatic),25.0,72,active,2020-08-23,
2155-AMQRX,Basic,Month-to-month,Monthly,Credit card (automatic),54.9,28,active,2024-05-15,
6181-AXXYF,Pro,Two year,Annual,Credit card (automatic),24.75,72,active,2020-09-04,
5091-HFAZW,Basic,Month-to-month,Monthly,Electronic check,91.15,2,active,2026-06-26,
0516-VRYBW,Standard,One year,Annual,Bank transfer (automatic),20.15,18,cancelled,2025-02-20,2026-08-13
2519-LBNQL,Standard,One year,Annual,Electronic check,104.35,60,active,2021-09-06,
8623-ULFNQ,Basic,Month-to-month,Monthly,Electronic check,66.05,26,active,2024-06-25,
8380-PEFPE,Basic,Month-to-month,Monthly,Electronic check,71.65,1,cancelled,2026-08-01,2026-08-04
5687-DKDTV,Basic,Month-to-month,Monthly,Mailed check,20.35,4,cancelled,2026-05-12,2026-09-04
1568-LJSZU,Pro,Two year,Annual,Credit card (automatic),92.2,68,active,2020-12-21,
7530-HDYDS,Basic,Month-to-month,Monthly,Credit card (automatic),84.25,38,cancelled,2023-07-05,2026-09-11
7789-HKSBS,Standard,One year,Annual,Bank transfer (automatic),105.2,42,active,2023-02-28,
7416-CKTEP,Pro,Two year,Annual,Bank transfer (automatic),19.6,57,active,2021-12-08,
2586-CWXVV,Basic,Month-to-month,Monthly,Electronic check,30.4,54,active,2022-03-18,
3096-IZETN,Basic,Month-to-month,Monthly,Bank transfer (automatic),78.1,12,cancelled,2025-09-03,2026-09-12
2348-KCJLT,Standard,One year,Annual,Mailed check,61.5,44,active,2022-12-26,
8401-EMUWF,Basic,Month-to-month,Monthly,Bank transfer (automatic),69.4,42,active,2023-03-09,
4193-IBKSW,Pro,Two year,Annual,Bank transfer (automatic),24.75,72,active,2020-08-20,
5377-NDTOU,Pro,Two year,Annual,Mailed check,91.05,71,active,2020-09-24,
5922-ABDVO,Basic,Month-to-month,Monthly,Mailed check,89.65,19,cancelled,2025-01-27,2026-08-23
2474-LCNUE,Basic,Month-to-month,Monthly,Credit card (automatic),73.65,23,active,2024-09-22,
0839-QNXME,Pro,Two year,Annual,Credit card (automatic),19.4,30,active,2024-02-21,
3506-OVLKD,Standard,One year,Annual,Bank transfer (automatic),26.2,35,active,2023-09-26,
9172-ANCRX,Basic,Month-to-month,Monthly,Electronic check,98.7,10,cancelled,2025-10-23,2026-08-17
6650-VJONK,Basic,Month-to-month,Monthly,Bank transfer (automatic),43.85,1,active,2026-07-27,
2178-PMGCJ,Basic,Month-to-month,Monthly,Mailed check,69.7,22,active,2024-10-22,
7492-TAFJD,Pro,Two year,Annual,Mailed check,38.55,7,active,2026-02-12,
2773-MADBQ,Pro,Two year,Annual,Mailed check,53.1,36,active,2023-09-07,
6016-LVTJQ,Basic,Month-to-month,Monthly,Mailed check,20.65,34,active,2023-10-22,
7860-KSUGX,Pro,Two year,Annual,Credit card (automatic),64.45,72,active,2020-09-02,
8966-KZXXA,Pro,Two year,Annual,Credit card (automatic),25.1,36,active,2023-09-17,
6910-HADCM,Basic,Month-to-month,Monthly,Electronic check,76.35,1,cancelled,2026-07-23,2026-07-31
4816-LXZYW,Basic,Month-to-month,Monthly,Electronic check,79.15,23,cancelled,2024-09-27,2026-08-21
9606-PBKBQ,Basic,Month-to-month,Monthly,Electronic check,85.0,32,cancelled,2023-12-20,2026-08-15
5149-QYTTU,Standard,One year,Annual,Credit card (automatic),95.15,71,active,2020-10-16,
2070-XYMFH,Basic,Month-to-month,Monthly,Mailed check,79.35,23,active,2024-10-12,
2085-BOJKI,Standard,One year,Annual,Bank transfer (automatic),96.65,17,active,2025-04-02,
0817-HSUSE,Basic,Month-to-month,Monthly,Electronic check,75.5,1,active,2026-08-12,
5442-PPTJY,Pro,Two year,Annual,Mailed check,19.7,12,active,2025-09-01,
1927-QEWMY,Pro,Two year,Annual,Credit card (automatic),20.5,72,active,2020-09-06,
1663-MHLHE,Basic,Month-to-month,Monthly,Mailed check,19.2,1,active,2026-08-11,
5663-QBGIS,Pro,Two year,Annual,Bank transfer (automatic),98.35,72,active,2020-08-24,
4450-MDZFX,Basic,Month-to-month,Monthly,Bank transfer (automatic),74.35,60,active,2021-09-15,
6701-DHKWQ,Pro,Two year,Annual,Credit card (automatic),51.35,61,active,2021-07-22,
7554-AKDQF,Basic,Month-to-month,Monthly,Mailed check,45.65,6,active,2026-03-14,
3536-IQCTX,Basic,Month-to-month,Monthly,Electronic check,85.3,32,cancelled,2023-12-30,2026-07-20
4911-BANWH,Basic,Month-to-month,Monthly,Credit card (automatic),86.55,31,cancelled,2024-01-18,2026-08-02
8496-EJAUI,Basic,Month-to-month,Monthly,Credit card (automatic),73.85,19,cancelled,2025-02-12,2026-08-06
0794-YVSGE,Pro,Two year,Annual,Bank transfer (automatic),20.3,72,active,2020-08-20,
5423-BHIXO,Basic,Month-to-month,Monthly,Electronic check,54.2,32,active,2024-01-07,
6908-VVYHM,Basic,Month-to-month,Monthly,Electronic check,90.65,65,active,2021-03-26,
2959-EEXWB,Basic,Month-to-month,Monthly,Bank transfer (automatic),50.9,45,active,2022-11-22,
1839-UMACK,Standard,One year,Annual,Electronic check,25.05,42,active,2023-03-12,
3030-YDNRM,Basic,Month-to-month,Monthly,Electronic check,74.85,8,active,2026-01-06,
7321-KKSDU,Pro,Two year,Annual,Mailed check,20.5,32,active,2023-12-22,
3402-XRIUO,Basic,Month-to-month,Monthly,Mailed check,63.55,22,active,2024-11-13,
3132-TVFDZ,Basic,Month-to-month,Monthly,Electronic check,44.85,57,cancelled,2021-12-13,2026-08-25
8286-AFUYI,Basic,Month-to-month,Monthly,Electronic check,47.95,1,active,2026-08-08,
8080-DDEMJ,Basic,Month-to-month,Monthly,Electronic check,45.1,1,cancelled,2026-07-30,2026-09-07
8356-WUAOJ,Basic,Month-to-month,Monthly,Electronic check,45.0,1,active,2026-07-24,
6365-MTGZX,Basic,Month-to-month,Monthly,Electronic check,96.0,24,cancelled,2024-08-31,2026-07-23
1349-WXNGG,Basic,Month-to-month,Monthly,Bank transfer (automatic),20.05,1,cancelled,2026-08-03,2026-08-14
8058-DMYRU,Basic,Month-to-month,Monthly,Electronic check,90.05,54,active,2022-02-20,
9350-ZXYJC,Pro,Two year,Annual,Credit card (automatic),25.3,4,active,2026-05-13,
6990-YNRIO,Pro,Two year,Annual,Bank transfer (automatic),108.65,65,cancelled,2021-03-21,2026-09-11
8958-JPTRR,Standard,One year,Annual,Electronic check,24.3,56,active,2022-01-07,
6959-GQEGV,Basic,Month-to-month,Monthly,Electronic check,75.95,45,active,2022-12-09,
3173-WSSUE,Pro,Two year,Annual,Credit card (automatic),19.7,71,active,2020-09-18,
1265-HVPZB,Standard,One year,Annual,Credit card (automatic),66.4,59,active,2021-09-28,
4115-UMJFQ,Standard,One year,Annual,Bank transfer (automatic),35.75,69,active,2020-12-04,
7369-TRPFD,Standard,One year,Annual,Mailed check,18.8,19,active,2025-02-06,
1098-KFQEC,Pro,Two year,Annual,Credit card (automatic),19.4,55,active,2022-02-02,
7190-XHTWJ,Standard,One year,Annual,Mailed check,19.3,38,active,2023-06-25,
0621-TWIEM,Basic,Month-to-month,Monthly,Electronic check,45.55,10,cancelled,2025-11-12,2026-08-18
3537-RYBHH,Basic,Month-to-month,Monthly,Credit card (automatic),67.45,47,active,2022-10-12,
2485-ITVKB,Basic,Month-to-month,Monthly,Electronic check,35.1,2,cancelled,2026-07-09,2026-09-10
3669-OYSJI,Basic,Month-to-month,Monthly,Credit card (automatic),46.2,1,cancelled,2026-08-03,2026-07-20
1612-EOHDH,Basic,Month-to-month,Monthly,Electronic check,45.15,1,cancelled,2026-07-24,2026-08-15
6702-OHFWR,Basic,Month-to-month,Monthly,Electronic check,43.3,1,cancelled,2026-08-11,2026-07-31
5296-BFCYD,Pro,Two year,Annual,Mailed check,20.1,46,active,2022-10-24,
4510-PYUSH,Basic,Month-to-month,Monthly,Credit card (automatic),57.15,38,cancelled,2023-06-21,2026-08-19
9359-JANWS,Pro,Two year,Annual,Credit card (automatic),58.9,65,active,2021-04-04,
7517-SAWMO,Basic,Month-to-month,Monthly,Electronic check,73.2,19,cancelled,2025-01-18,2026-09-14
4143-HHPMK,Basic,Month-to-month,Monthly,Electronic check,85.35,52,cancelled,2022-04-22,2026-08-09
3279-DYZQM,Pro,Two year,Annual,Mailed check,19.45,71,active,2020-09-23,
