customer_id,plan_type,contract_type,billing_cycle,payment_method,monthly_charge,tenure_months,status,start_date,end_date
CUST-000308,Standard,One year,Annual,Credit card,22.55,58,active,2021-11-07,
CUST-000309,Basic,Month-to-month,Monthly,Credit card,79.96,58,active,2021-11-05,
CUST-000310,Basic,Month-to-month,Monthly,Electronic check,27.16,43,active,2023-02-12,
CUST-000311,Basic,Month-to-month,Monthly,Mailed check,113.34,37,active,2023-07-27,
CUST-000312,Basic,Month-to-month,Monthly,Bank transfer,113.69,62,active,2021-06-24,
CUST-000313,Basic,Month-to-month,Monthly,Credit card,74.61,25,cancelled,2024-08-03,2026-08-02
CUST-000314,Basic,Month-to-month,Monthly,Credit card,81.66,7,cancelled,2026-02-14,2026-08-16
CUST-000315,Basic,Month-to-month,Monthly,Bank transfer,49.19,54,active,2022-03-17,
CUST-000316,Basic,Month-to-month,Monthly,Mailed check,26.4,20,cancelled,2024-12-27,2026-08-23
CUST-000317,Basic,Month-to-month,Monthly,Mailed check,93.75,71,cancelled,2020-09-19,2026-08-19
CUST-000318,Standard,One year,Annual,Electronic check,30.18,30,active,2024-02-21,
CUST-000319,Basic,Month-to-month,Monthly,Mailed check,28.56,62,active,2021-07-05,
CUST-000320,Pro,Two year,Annual,Electronic check,51.12,3,active,2026-06-03,
CUST-000321,Pro,Two year,Annual,Credit card,21.25,48,active,2022-09-12,
CUST-000322,Basic,Month-to-month,Monthly,Electronic check,63.4,32,cancelled,2024-01-14,2026-08-15
CUST-000323,Basic,Month-to-month,Monthly,Mailed check,90.77,33,active,2023-11-25,
CUST-000324,Basic,Month-to-month,Monthly,Credit card,100.13,19,active,2025-02-03,
CUST-000325,Pro,Two year,Annual,Credit card,80.43,70,active,2020-11-02,
CUST-000326,Standard,One year,Annual,Mailed check,104.69,28,active,2024-05-07,
CUST-000327,Pro,Two year,Annual,Mailed check,60.65,62,active,2021-07-08,
CUST-000328,Basic,Month-to-month,Monthly,Bank transfer,104.88,31,active,2024-01-18,
CUST-000329,Standard,One year,Annual,Credit card,70.65,3,active,2026-05-24,
CUST-000330,Basic,Month-to-month,Monthly,Credit card,42.3,64,active,2021-04-27,
CUST-000331,Standard,One year,Annual,Bank transfer,114.41,13,active,2025-08-06,
CUST-000332,Basic,Month-to-month,Monthly,Mailed check,47.5,19,cancelled,2025-01-25,2026-09-07
CUST-000333,Standard,One year,Annual,Mailed check,22.62,62,active,2021-07-07,
CUST-000334,Pro,Two year,Annual,Bank transfer,44.27,65,active,2021-04-02,
CUST-000335,Basic,Month-to-month,Monthly,Credit card,56.67,66,active,2021-03-13,
CUST-000336,Standard,One year,Annual,Electronic check,55.13,31,active,2024-01-26,
CUST-000337,Basic,Month-to-month,Monthly,Credit card,72.47,55,active,2022-02-14,
CUST-000338,Standard,One year,Annual,Mailed check,108.31,23,active,2024-09-25,
CUST-000339,Basic,Month-to-month,Monthly,Electronic check,49.23,54,cancelled,2022-02-28,2026-09-12
CUST-000340,Pro,Two year,Annual,Electronic check,72.08,36,active,2023-09-16,
CUST-000341,Basic,Month-to-month,Monthly,Mailed check,54.01,3,cancelled,2026-06-02,2026-08-07
CUST-000342,Pro,Two year,Annual,Electronic check,102.18,30,active,2024-03-11,
CUST-000343,Pro,Two year,Annual,Electronic check,35.76,34,active,2023-11-03,
CUST-000344,Standard,One year,Annual,Mailed check,30.35,18,active,2025-03-18,
CUST-000345,Standard,One year,Annual,Credit card,70.3,27,active,2024-05-27,
CUST-000346,Pro,Two year,Annual,Bank transfer,87.19,36,active,2023-09-02,
CUST-000347,Pro,Two year,Annual,Electronic check,99.55,3,active,2026-06-07,
CUST-000348,Basic,Month-to-month,Monthly,Bank transfer,78.96,11,cancelled,2025-09-21,2026-09-05
CUST-000349,Standard,One year,Annual,Mailed check,97.38,55,active,2022-01-27,
CUST-000350,Basic,Month-to-month,Monthly,Bank transfer,59.27,25,cancelled,2024-07-29,2026-08-15
CUST-000351,Standard,One year,Annual,Electronic check,23.29,44,active,2023-01-12,
CUST-000352,Basic,Month-to-month,Monthly,Electronic check,31.61,41,cancelled,2023-04-02,2026-07-31
CUST-000353,Standard,One year,Annual,Mailed check,23.87,40,active,2023-04-27,
CUST-000354,Standard,One year,Annual,Credit card,52.89,30,active,2024-02-19,
CUST-000355,Basic,Month-to-month,Monthly,Bank transfer,69.55,35,cancelled,2023-09-29,2026-09-03
CUST-000356,Basic,Month-to-month,Monthly,Electronic check,55.63,60,active,2021-09-11,
CUST-000357,Standard,One year,Annual,Credit card,76.06,70,active,2020-10-27,
CUST-000358,Pro,Two year,Annual,Credit card,68.06,18,active,2025-03-16,
CUST-000359,Basic,Month-to-month,Monthly,Bank transfer,87.79,48,cancelled,2022-09-07,2026-08-24
CUST-000360,Standard,One year,Annual,Bank transfer,86.7,70,active,2020-10-20,
CUST-000361,Pro,Two year,Annual,Electronic check,51.81,0,active,2026-08-23,
CUST-000362,Basic,Month-to-month,Monthly,Bank transfer,54.62,57,active,2021-11-19,
CUST-000363,Basic,Month-to-month,Monthly,Credit card,78.51,36,active,2023-09-07,
CUST-000364,Basic,Month-to-month,Monthly,Mailed check,79.64,70,active,2020-10-27,
CUST-000365,Standard,One year,Annual,Electronic check,51.47,42,active,2023-02-25,
CUST-000366,Basic,Month-to-month,Monthly,Credit card,53.03,61,cancelled,2021-08-10,2026-07-20
CUST-000367,Standard,One year,Annual,Bank transfer,89.4,12,active,2025-08-19,
CUST-000368,Standard,One year,Annual,Bank transfer,84.74,10,cancelled,2025-10-18,2026-09-13
CUST-000369,Basic,Month-to-month,Monthly,Bank transfer,33.51,67,active,2021-02-12,
CUST-000370,Pro,Two year,Annual,Electronic check,64.1,38,active,2023-06-26,
CUST-000371,Standard,One year,Annual,Electronic check,109.27,40,active,2023-05-05,
CUST-000372,Basic,Month-to-month,Monthly,Credit card,23.63,12,active,2025-08-27,
CUST-000373,Basic,Month-to-month,Monthly,Credit card,105.52,16,cancelled,2025-05-01,2026-08-02
CUST-000374,Basic,Month-to-month,Monthly,Electronic check,36.32,59,cancelled,2021-10-11,2026-09-06
CUST-000375,Basic,Month-to-month,Monthly,Bank transfer,70.72,22,cancelled,2024-11-14,2026-07-24
CUST-000376,Basic,Month-to-month,Monthly,Bank transfer,62.43,42,cancelled,2023-03-03,2026-08-22
CUST-000377,Pro,Two year,Annual,Mailed check,21.01,23,active,2024-09-21,
CUST-000378,Basic,Month-to-month,Monthly,Bank transfer,111.54,19,cancelled,2025-01-22,2026-09-15
CUST-000379,Basic,Month-to-month,Monthly,Credit card,65.49,12,active,2025-09-08,
CUST-000380,Standard,One year,Annual,Credit card,115.43,67,active,2021-01-21,
CUST-000381,Standard,One year,Annual,Electronic check,48.67,68,active,2021-01-06,
CUST-000382,Pro,Two year,Annual,Mailed check,106.63,8,active,2025-12-31,
CUST-000383,Standard,One year,Annual,Credit card,112.24,25,active,2024-08-07,
CUST-000384,Basic,Month-to-month,Monthly,Electronic check,75.68,41,cancelled,2023-04-02,2026-08-04
CUST-000385,Basic,Month-to-month,Monthly,Credit card,40.27,27,cancelled,2024-06-02,2026-09-07
CUST-000386,Pro,Two year,Annual,Mailed check,88.52,52,active,2022-04-28,
CUST-000387,Standard,One year,Annual,Bank transfer,74.9,18,active,2025-03-04,
CUST-000388,Pro,Two year,Annual,Mailed check,114.45,4,active,2026-05-03,
CUST-000389,Basic,Month-to-month,Monthly,Credit card,63.93,24,active,2024-08-28,
CUST-000390,Pro,Two year,Annual,Bank transfer,46.85,43,active,2023-02-04,
CUST-000391,Standard,One year,Annual,Bank transfer,33.83,13,active,2025-08-02,
CUST-000392,Basic,Month-to-month,Monthly,Mailed check,89.86,59,cancelled,2021-10-15,2026-08-25
CUST-000393,Standard,One year,Annual,Electronic check,117.41,0,active,2026-08-21,
CUST-000394,Standard,One year,Annual,Credit card,22.83,4,active,2026-05-15,
CUST-000395,Basic,Month-to-month,Monthly,Mailed check,94.04,37,cancelled,2023-07-22,2026-08-17
CUST-000396,Basic,Month-to-month,Monthly,Electronic check,112.69,37,active,2023-07-26,
CUST-000397,Pro,Two year,Annual,Credit card,27.48,21,active,2024-11-18,
CUST-000398,Basic,Month-to-month,Monthly,Electronic check,31.02,18,cancelled,2025-03-18,2026-08-03
CUST-000399,Basic,Month-to-month,Monthly,Bank transfer,89.2,5,cancelled,2026-04-11,2026-08-22
CUST-000400,Basic,Month-to-month,Monthly,Mailed check,84.8,48,active,2022-09-15,
CUST-000401,Basic,Month-to-month,Monthly,Credit card,26.88,27,cancelled,2024-06-05,2026-07-27
CUST-000402,Pro,Two year,Annual,Electronic check,103.44,8,active,2025-12-20,
CUST-000403,Standard,One year,Annual,Credit card,72.34,29,active,2024-03-26,
CUST-000404,Basic,Month-to-month,Monthly,Electronic check,110.72,68,active,2020-12-26,
CUST-000405,Pro,Two year,Annual,Credit card,107.8,19,active,2025-01-21,
CUST-000406,Pro,Two year,Annual,Mailed check,101.25,65,active,2021-04-17,
CUST-000407,Basic,Month-to-month,Monthly,Electronic check,71.59,18,cancelled,2025-02-23,2026-08-18
CUST-000408,Pro,Two year,Annual,Mailed check,45.17,13,active,2025-08-08,
CUST-000409,Basic,Month-to-month,Monthly,Electronic check,70.6,19,active,2025-01-26,
CUST-000410,Pro,Two year,Annual,Mailed check,30.08,23,active,2024-09-24,
CUST-000411,Standard,One year,Annual,Bank transfer,85.88,8,active,2025-12-27,
CUST-000412,Standard,One year,Annual,Bank transfer,33.4,42,active,2023-03-06,
CUST-000413,Basic,Month-to-month,Monthly,Bank transfer,71.12,24,active,2024-08-29,
CUST-000414,Pro,Two year,Annual,Credit card,25.44,52,active,2022-05-04,
CUST-000415,Basic,Month-to-month,Monthly,Mailed check,49.95,35,cancelled,2023-09-29,2026-08-26
CUST-000416,Basic,Month-to-month,Monthly,Bank transfer,43.21,32,active,2024-01-03,
CUST-000417,Basic,Month-to-month,Monthly,Electronic check,82.0,34,cancelled,2023-11-06,2026-08-27
CUST-000418,Standard,One year,Annual,Mailed check,98.68,11,active,2025-10-11,
CUST-000419,Basic,Month-to-month,Monthly,Bank transfer,25.73,52,active,2022-05-07,
CUST-000420,Pro,Two year,Annual,Electronic check,105.03,7,active,2026-01-25,
CUST-000421,Standard,One year,Annual,Mailed check,106.08,52,active,2022-04-22,
CUST-000422,Basic,Month-to-month,Monthly,Electronic check,54.23,72,active,2020-09-13,
CUST-000423,Basic,Month-to-month,Monthly,Credit card,85.9,55,active,2022-02-10,
CUST-000424,Basic,Month-to-month,Monthly,Bank transfer,60.26,33,cancelled,2023-12-02,2026-07-30
CUST-000425,Standard,One year,Annual,Bank transfer,35.42,22,active,2024-10-26,
CUST-000426,Pro,Two year,Annual,Bank transfer,72.87,63,active,2021-06-12,
CUST-000427,Basic,Month-to-month,Monthly,Electronic check,28.64,18,cancelled,2025-03-09,2026-08-07
CUST-000428,Pro,Two year,Annual,Electronic check,107.85,35,active,2023-10-16,
CUST-000429,Basic,Month-to-month,Monthly,Mailed check,112.43,56,active,2022-01-15,
CUST-000430,Pro,Two year,Annual,Electronic check,102.16,67,active,2021-02-11,
CUST-000431,Pro,Two year,Annual,Mailed check,76.25,67,active,2021-01-25,
CUST-000432,Standard,One year,Annual,Mailed check,75.76,6,active,2026-02-20,
CUST-000433,Standard,One year,Annual,Credit card,118.46,65,active,2021-04-03,
CUST-000434,Pro,Two year,Annual,Mailed check,44.79,8,active,2026-01-11,
CUST-000435,Basic,Month-to-month,Monthly,Electronic check,27.59,42,active,2023-02-19,
CUST-000436,Basic,Month-to-month,Monthly,Credit card,76.19,67,active,2021-02-07,
CUST-000437,Basic,Month-to-month,Monthly,Electronic check,52.88,47,cancelled,2022-10-13,2026-09-08
CUST-000438,Basic,Month-to-month,Monthly,Electronic check,52.23,69,active,2020-12-12,
CUST-000439,Standard,One year,Annual,Mailed check,20.71,25,active,2024-08-06,
CUST-000440,Standard,One year,Annual,Electronic check,79.62,22,active,2024-10-25,
CUST-000441,Pro,Two year,Annual,Credit card,46.4,23,active,2024-10-05,
CUST-000442,Basic,Month-to-month,Monthly,Mailed check,38.79,25,cancelled,2024-08-03,2026-08-02
CUST-000443,Standard,One year,Annual,Credit card,24.04,49,active,2022-08-07,
CUST-000444,Basic,Month-to-month,Monthly,Electronic check,56.44,33,active,2023-11-19,
CUST-000445,Basic,Month-to-month,Monthly,Bank transfer,107.9,53,active,2022-03-28,
CUST-000446,Standard,One year,Annual,Electronic check,53.67,30,active,2024-02-27,
CUST-000447,Pro,Two year,Annual,Electronic check,87.91,22,active,2024-11-03,
CUST-000448,Standard,One year,Annual,Mailed check,95.65,13,active,2025-08-02,
CUST-000449,Basic,Month-to-month,Monthly,Credit card,52.81,40,active,2023-04-22,
CUST-000450,Standard,One year,Annual,Mailed check,102.16,65,active,2021-03-29,
CUST-000451,Basic,Month-to-month,Monthly,Credit card,89.19,62,active,2021-06-23,
CUST-000452,Pro,Two year,Annual,Electronic check,75.92,18,active,2025-03-17,
CUST-000453,Standard,One year,Annual,Mailed check,20.1,34,active,2023-10-23,
CUST-000454,Basic,Month-to-month,Monthly,Bank transfer,23.51,51,active,2022-05-20,
CUST-000455,Basic,Month-to-month,Monthly,Mailed check,119.09,44,cancelled,2022-12-27,2026-08-22
CUST-000456,Basic,Month-to-month,Monthly,Bank transfer,98.23,4,cancelled,2026-04-20,2026-08-26
CUST-000457,Pro,Two year,Annual,Bank transfer,113.76,43,active,2023-01-30,
CUST-000458,Basic,Month-to-month,Monthly,Electronic check,110.23,2,cancelled,2026-07-10,2026-09-10
CUST-000459,Standard,One year,Annual,Bank transfer,22.04,8,active,2025-12-29,
CUST-000460,Standard,One year,Annual,Credit card,99.18,47,active,2022-09-29,
CUST-000461,Standard,One year,Annual,Credit card,65.11,7,active,2026-02-11,
CUST-000462,Basic,Month-to-month,Monthly,Mailed check,98.96,24,cancelled,2024-09-10,2026-07-19
CUST-000463,Pro,Two year,Annual,Mailed check,20.67,42,active,2023-03-10,
CUST-000464,Basic,Month-to-month,Monthly,Credit card,48.82,47,active,2022-10-01,
CUST-000465,Standard,One year,Annual,Credit card,95.13,32,active,2024-01-12,
CUST-000466,Standard,One year,Annual,Credit card,99.3,6,active,2026-02-23,
CUST-000467,Standard,One year,Annual,Credit card,81.97,58,active,2021-11-13,
CUST-000468,Pro,Two year,Annual,Mailed check,50.13,69,active,2020-11-18,
CUST-000469,Basic,Month-to-month,Monthly,Electronic check,51.04,64,cancelled,2021-04-27,2026-09-12
CUST-000470,Basic,Month-to-month,Monthly,Electronic check,116.68,54,cancelled,2022-03-08,2026-07-19
CUST-000471,Basic,Month-to-month,Monthly,Mailed check,63.92,29,active,2024-04-06,
CUST-000472,Basic,Month-to-month,Monthly,Credit card,64.71,63,active,2021-05-28,
CUST-000473,Basic,Month-to-month,Monthly,Mailed check,75.23,35,cancelled,2023-10-15,2026-09-12
CUST-000474,Basic,Month-to-month,Monthly,Mailed check,60.95,9,cancelled,2025-11-26,2026-08-17
CUST-000475,Basic,Month-to-month,Monthly,Credit card,75.27,62,active,2021-07-01,
CUST-000476,Basic,Month-to-month,Monthly,Electronic check,63.23,23,cancelled,2024-10-10,2026-09-09
CUST-000477,Basic,Month-to-month,Monthly,Bank transfer,102.67,68,cancelled,2020-12-21,2026-08-17
CUST-000478,Standard,One year,Annual,Bank transfer,110.91,26,active,2024-06-29,
CUST-000479,Standard,One year,Annual,Credit card,113.21,63,active,2021-06-13,
CUST-000480,Basic,Month-to-month,Monthly,Mailed check,76.43,39,active,2023-05-29,
CUST-000481,Basic,Month-to-month,Monthly,Bank transfer,64.21,34,active,2023-11-05,
CUST-000482,Basic,Month-to-month,Monthly,Credit card,90.52,21,cancelled,2024-11-24,2026-07-28
CUST-000483,Standard,One year,Annual,Credit card,103.83,61,active,2021-08-03,
CUST-000484,Basic,Month-to-month,Monthly,Bank transfer,76.3,4,cancelled,2026-04-19,2026-08-12
CUST-000485,Basic,Month-to-month,Monthly,Bank transfer,90.0,34,active,2023-10-21,
CUST-000486,Basic,Month-to-month,Monthly,Credit card,94.97,26,cancelled,2024-07-16,2026-08-14
CUST-000487,Basic,Month-to-month,Monthly,Credit card,87.64,39,cancelled,2023-06-05,2026-09-08
CUST-000488,Basic,Month-to-month,Monthly,Bank transfer,94.61,18,cancelled,2025-03-12,2026-07-22
CUST-000489,Standard,One year,Annual,Mailed check,40.86,48,active,2022-09-03,
CUST-000490,Standard,One year,Annual,Bank transfer,69.84,28,active,2024-05-13,
CUST-000491,Standard,One year,Annual,Electronic check,78.83,13,active,2025-08-01,
CUST-000492,Standard,One year,Annual,Bank transfer,20.25,14,active,2025-07-13,
CUST-000493,Standard,One year,Annual,Mailed check,105.6,50,active,2022-06-29,
CUST-000494,Basic,Month-to-month,Monthly,Credit card,81.0,19,cancelled,2025-02-02,2026-08-24
CUST-000495,Standard,One year,Annual,Bank transfer,32.91,22,active,2024-10-18,
CUST-000496,Basic,Month-to-month,Monthly,Credit card,101.64,45,cancelled,2022-11-21,2026-08-15
CUST-000497,Basic,Month-to-month,Monthly,Credit card,91.71,24,cancelled,2024-08-29,2026-07-25
CUST-000498,Standard,One year,Annual,Credit card,95.83,28,active,2024-05-04,
CUST-000499,Basic,Month-to-month,Monthly,Electronic check,59.2,17,active,2025-03-27,
CUST-000500,Basic,Month-to-month,Monthly,Credit card,105.42,25,cancelled,2024-07-27,2026-08-09
CUST-000501,Standard,One year,Annual,Mailed check,61.4,50,active,2022-07-13,
CUST-000502,Pro,Two year,Annual,Bank transfer,77.05,38,active,2023-07-07,
CUST-000503,Pro,Two year,Annual,Mailed check,20.06,72,active,2020-08-18,
CUST-000504,Basic,Month-to-month,Monthly,Mailed check,84.49,56,active,2022-01-07,
CUST-000505,Basic,Month-to-month,Monthly,Credit card,91.82,1,cancelled,2026-08-17,2026-08-03
CUST-000506,Pro,Two year,Annual,Credit card,76.71,27,active,2024-05-23,
CUST-000507,Basic,Month-to-month,Monthly,Bank transfer,69.66,21,cancelled,2024-11-19,2026-09-05
CUST-000508,Pro,Two year,Annual,Electronic check,100.99,42,active,2023-02-27,
CUST-000509,Basic,Month-to-month,Monthly,Electronic check,88.14,19,cancelled,2025-01-27,2026-08-19
CUST-000510,Basic,Month-to-month,Monthly,Electronic check,47.81,70,active,2020-11-06,
CUST-000511,Basic,Month-to-month,Monthly,Credit card,115.91,21,cancelled,2024-12-06,2026-08-15
CUST-000512,Pro,Two year,Annual,Mailed check,90.73,38,active,2023-06-21,
CUST-000513,Basic,Month-to-month,Monthly,Electronic check,118.79,8,active,2025-12-22,
CUST-000514,Basic,Month-to-month,Monthly,Bank transfer,117.13,66,active,2021-03-03,
CUST-000515,Basic,Month-to-month,Monthly,Credit card,111.89,66,active,2021-03-08,
CUST-000516,Basic,Month-to-month,Monthly,Bank transfer,95.54,57,active,2021-12-11,
CUST-000517,Basic,Month-to-month,Monthly,Mailed check,80.94,25,cancelled,2024-08-16,2026-09-05
CUST-000518,Standard,One year,Annual,Electronic check,37.22,4,active,2026-05-04,
CUST-000519,Basic,Month-to-month,Monthly,Credit card,74.34,51,cancelled,2022-06-01,2026-08-24
CUST-000520,Pro,Two year,Annual,Electronic check,96.54,31,active,2024-01-27,
CUST-000521,Pro,Two year,Annual,Credit card,72.09,72,active,2020-08-23,
CUST-000522,Basic,Month-to-month,Monthly,Electronic check,106.82,50,active,2022-07-06,
CUST-000523,Basic,Month-to-month,Monthly,Electronic check,30.97,39,cancelled,2023-06-12,2026-07-28
CUST-000524,Standard,One year,Annual,Mailed check,58.09,72,active,2020-08-22,
CUST-000525,Basic,Month-to-month,Monthly,Electronic check,70.6,58,active,2021-10-25,
CUST-000526,Basic,Month-to-month,Monthly,Electronic check,63.23,33,cancelled,2023-12-02,2026-07-23
CUST-000527,Pro,Two year,Annual,Electronic check,30.86,1,active,2026-08-16,
CUST-000528,Pro,Two year,Annual,Bank transfer,35.35,6,active,2026-03-04,
CUST-000529,Standard,One year,Annual,Credit card,103.76,32,active,2023-12-29,
CUST-000530,Basic,Month-to-month,Monthly,Electronic check,68.44,41,active,2023-03-23,
CUST-000531,Standard,One year,Annual,Bank transfer,24.87,2,active,2026-07-03,
CUST-000532,Standard,One year,Annual,Mailed check,21.65,9,active,2025-12-04,
CUST-000533,Basic,Month-to-month,Monthly,Mailed check,67.35,51,cancelled,2022-06-06,2026-07-29
CUST-000534,Standard,One year,Annual,Mailed check,36.44,54,active,2022-03-06,
CUST-000535,Basic,Month-to-month,Monthly,Credit card,90.51,2,cancelled,2026-07-18,2026-07-22
CUST-000536,Basic,Month-to-month,Monthly,Bank transfer,99.53,37,cancelled,2023-08-14,2026-07-19
CUST-000537,Basic,Month-to-month,Monthly,Bank transfer,42.83,5,active,2026-03-26,
CUST-000538,Basic,Month-to-month,Monthly,Credit card,79.22,52,cancelled,2022-05-08,2026-09-04
CUST-000539,Basic,Month-to-month,Monthly,Bank transfer,35.44,60,active,2021-08-22,
CUST-000540,Pro,Two year,Annual,Electronic check,50.36,63,active,2021-06-06,
CUST-000541,Pro,Two year,Annual,Electronic check,108.88,43,active,2023-01-18,
CUST-000542,Standard,One year,Annual,Mailed check,74.41,45,active,2022-12-12,
CUST-000543,Pro,Two year,Annual,Electronic check,108.59,67,active,2021-02-10,
CUST-000544,Pro,Two year,Annual,Bank transfer,42.52,44,active,2022-12-30,
CUST-000545,Basic,Month-to-month,Monthly,Mailed check,53.0,32,active,2023-12-23,
CUST-000546,Basic,Month-to-month,Monthly,Electronic check,67.1,55,cancelled,2022-02-11,2026-07-27
CUST-000547,Basic,Month-to-month,Monthly,Mailed check,68.01,43,active,2023-02-01,
CUST-000548,Basic,Month-to-month,Monthly,Credit card,119.76,61,active,2021-08-11,
CUST-000549,Standard,One year,Annual,Credit card,31.44,38,active,2023-06-26,
CUST-000550,Basic,Month-to-month,Monthly,Credit card,105.2,63,cancelled,2021-06-01,2026-08-10
CUST-000551,Basic,Month-to-month,Monthly,Credit card,106.37,3,cancelled,2026-05-29,2026-07-27
CUST-000552,Basic,Month-to-month,Monthly,Bank transfer,75.32,2,active,2026-07-10,
CUST-000553,Basic,Month-to-month,Monthly,Credit card,54.4,7,cancelled,2026-02-07,2026-08-09
CUST-000554,Pro,Two year,Annual,Credit card,71.92,40,active,2023-04-29,
CUST-000555,Basic,Month-to-month,Monthly,Bank transfer,49.25,51,cancelled,2022-06-07,2026-09-08
CUST-000556,Basic,Month-to-month,Monthly,Mailed check,99.91,15,active,2025-05-28,
CUST-000557,Basic,Month-to-month,Monthly,Credit card,69.83,11,active,2025-10-13,
CUST-000558,Basic,Month-to-month,Monthly,Mailed check,112.58,62,active,2021-07-08,
CUST-000559,Standard,One year,Annual,Electronic check,82.27,54,active,2022-03-15,
CUST-000560,Basic,Month-to-month,Monthly,Electronic check,71.43,47,active,2022-10-15,
CUST-000561,Basic,Month-to-month,Monthly,Bank transfer,91.11,35,cancelled,2023-10-10,2026-08-13
CUST-000562,Basic,Month-to-month,Monthly,Electronic check,70.39,30,cancelled,2024-03-03,2026-08-02
CUST-000563,Pro,Two year,Annual,Electronic check,110.45,1,active,2026-08-13,
CUST-000564,Standard,One year,Annual,Electronic check,38.44,13,active,2025-08-15,
CUST-000565,Standard,One year,Annual,Bank transfer,117.33,65,active,2021-03-22,
CUST-000566,Standard,One year,Annual,Mailed check,101.22,24,active,2024-09-01,
CUST-000567,Standard,One year,Annual,Bank transfer,106.07,51,active,2022-05-27,
CUST-000568,Basic,Month-to-month,Monthly,Bank transfer,68.29,51,active,2022-05-27,
CUST-000569,Basic,Month-to-month,Monthly,Credit card,103.72,22,cancelled,2024-11-13,2026-09-08
CUST-000570,Basic,Month-to-month,Monthly,Electronic check,50.68,14,cancelled,2025-06-29,2026-08-17
CUST-000571,Basic,Month-to-month,Monthly,Mailed check,96.19,50,active,2022-06-22,
CUST-000572,Pro,Two year,Annual,Bank transfer,34.05,6,active,2026-03-05,
CUST-000573,Basic,Month-to-month,Monthly,Mailed check,50.71,36,active,2023-08-23,
CUST-000574,Standard,One year,Annual,Electronic check,64.57,64,active,2021-04-19,
CUST-000575,Pro,Two year,Annual,Electronic check,52.23,51,active,2022-06-01,
CUST-000576,Basic,Month-to-month,Monthly,Mailed check,58.7,55,active,2022-02-12,
CUST-000577,Pro,Two year,Annual,Mailed check,102.01,6,active,2026-02-28,
CUST-000578,Standard,One year,Annual,Electronic check,45.67,14,active,2025-06-21,
CUST-000579,Pro,Two year,Annual,Mailed check,94.53,20,active,2024-12-30,
CUST-000580,Basic,Month-to-month,Monthly,Bank transfer,27.37,21,cancelled,2024-11-22,2026-08-08
CUST-000581,Basic,Month-to-month,Monthly,Credit card,96.57,14,cancelled,2025-07-01,2026-08-19
CUST-000582,Basic,Month-to-month,Monthly,Bank transfer,99.2,70,active,2020-11-04,
CUST-000583,Basic,Month-to-month,Monthly,Electronic check,60.17,12,cancelled,2025-08-19,2026-07-30
CUST-000584,Basic,Month-to-month,Monthly,Bank transfer,92.25,51,active,2022-06-13,
CUST-000585,Pro,Two year,Annual,Electronic check,111.51,42,active,2023-03-05,
CUST-000586,Standard,One year,Annual,Electronic check,100.07,44,active,2023-01-12,
CUST-000587,Basic,Month-to-month,Monthly,Bank transfer,59.04,15,cancelled,2025-05-29,2026-09-08
CUST-000588,Basic,Month-to-month,Monthly,Mailed check,68.42,22,cancelled,2024-10-20,2026-08-26
CUST-000589,Basic,Month-to-month,Monthly,Mailed check,97.94,44,cancelled,2022-12-18,2026-07-21
CUST-000590,Basic,Month-to-month,Monthly,Credit card,49.26,21,cancelled,2024-12-09,2026-08-16
CUST-000591,Pro,Two year,Annual,Electronic check,100.39,50,active,2022-06-26,
CUST-000592,Basic,Month-to-month,Monthly,Electronic check,52.81,2,cancelled,2026-06-22,2026-09-05
CUST-000593,Basic,Month-to-month,Monthly,Bank transfer,100.6,5,cancelled,2026-03-23,2026-09-09
CUST-000594,Standard,One year,Annual,Mailed check,28.68,53,active,2022-04-02,
CUST-000595,Basic,Month-to-month,Monthly,Credit card,24.44,45,active,2022-12-12,
CUST-000596,Basic,Month-to-month,Monthly,Electronic check,119.77,3,cancelled,2026-06-04,2026-08-12
CUST-000597,Standard,One year,Annual,Mailed check,106.95,65,active,2021-03-25,
CUST-000598,Standard,One year,Annual,Electronic check,108.28,0,active,2026-08-29,
CUST-000599,Pro,Two year,Annual,Electronic check,115.13,69,active,2020-12-05,
CUST-000600,Standard,One year,Annual,Mailed check,63.83,53,active,2022-04-11,
CUST-000601,Basic,Month-to-month,Monthly,Bank transfer,48.68,72,active,2020-08-28,
CUST-000602,Standard,One year,Annual,Electronic check,33.0,69,active,2020-12-04,
CUST-000603,Pro,Two year,Annual,Credit card,70.12,22,active,2024-11-02,
CUST-000604,Standard,One year,Annual,Bank transfer,42.0,55,active,2022-01-18,
CUST-000605,Pro,Two year,Annual,Mailed check,113.56,15,active,2025-06-17,
CUST-000606,Standard,One year,Annual,Credit card,20.4,34,active,2023-11-10,
CUST-000607,Pro,Two year,Annual,Mailed check,34.32,17,active,2025-03-21,
CUST-000608,Basic,Month-to-month,Monthly,Electronic check,44.65,35,cancelled,2023-09-20,2026-07-23
CUST-000609,Standard,One year,Annual,Credit card,39.9,63,active,2021-06-08,
CUST-000610,Basic,Month-to-month,Monthly,Electronic check,42.58,31,active,2024-01-18,
CUST-000611,Standard,One year,Annual,Credit card,85.6,6,active,2026-03-12,
CUST-000612,Standard,One year,Annual,Credit card,52.75,23,active,2024-10-15,
CUST-000613,Pro,Two year,Annual,Credit card,81.5,57,active,2021-12-07,
CUST-000614,Pro,Two year,Annual,Mailed check,109.03,38,active,2023-07-03,
CUST-000615,Basic,Month-to-month,Monthly,Bank transfer,80.26,40,active,2023-05-18,
