customer_id,log_month,session_count,avg_session_minutes,feature_adoption_score,last_active_date
CUST-000200,2026-04-01,10,13.23,0.305,2026-04-08
CUST-000200,2026-05-01,10,9.36,0.201,2026-05-10
CUST-000200,2026-06-01,10,7.41,0.213,2026-06-04
CUST-000200,2026-07-01,8,3.56,0.204,2026-07-11
CUST-000200,2026-08-01,9,6.64,0.193,2026-08-15
CUST-000201,2026-03-01,22,11.94,0.615,2026-03-27
CUST-000201,2026-04-01,24,9.02,0.687,2026-04-19
CUST-000201,2026-05-01,25,15.16,0.669,2026-05-20
CUST-000201,2026-06-01,23,15.23,0.702,2026-06-18
CUST-000201,2026-07-01,17,12.05,0.616,2026-07-25
CUST-000201,2026-08-01,24,10.28,0.71,2026-08-08
CUST-000202,2026-03-01,15,37.38,0.712,2026-03-03
CUST-000202,2026-04-01,17,33.82,0.725,2026-04-19
CUST-000202,2026-05-01,19,32.88,0.702,2026-05-08
CUST-000202,2026-06-01,16,38.35,0.708,2026-06-19
CUST-000202,2026-07-01,15,36.9,0.682,2026-07-14
CUST-000202,2026-08-01,17,44.26,0.65,2026-08-26
CUST-000203,2026-03-01,14,32.44,0.503,2026-03-04
CUST-000203,2026-04-01,11,30.61,0.465,2026-04-22
CUST-000203,2026-05-01,14,25.62,0.351,2026-05-03
CUST-000203,2026-06-01,6,20.03,0.347,2026-06-27
CUST-000203,2026-07-01,8,13.75,0.26,2026-07-19
CUST-000203,2026-08-01,6,18.02,0.19,2026-08-07
CUST-000204,2026-03-01,7,24.04,0.274,2026-03-27
CUST-000204,2026-04-01,10,21.21,0.264,2026-04-20
CUST-000204,2026-05-01,6,22.74,0.198,2026-05-16
CUST-000204,2026-06-01,8,23.42,0.26,2026-06-07
CUST-000204,2026-07-01,4,13.35,0.178,2026-07-07
CUST-000204,2026-08-01,0,12.38,0.115,2026-08-17
CUST-000205,2026-03-01,18,15.45,0.474,2026-03-16
CUST-000205,2026-04-01,16,8.93,0.406,2026-04-06
CUST-000205,2026-05-01,15,12.76,0.356,2026-05-24
CUST-000205,2026-06-01,12,9.72,0.346,2026-06-16
CUST-000205,2026-07-01,8,4.9,0.28,2026-07-09
CUST-000205,2026-08-01,7,9.29,0.165,2026-08-16
CUST-000206,2026-03-01,21,17.25,0.42,2026-03-04
CUST-000206,2026-04-01,23,17.71,0.365,2026-04-16
CUST-000206,2026-05-01,22,15.14,0.429,2026-05-23
CUST-000206,2026-06-01,21,24.91,0.333,2026-06-08
CUST-000206,2026-07-01,20,17.69,0.405,2026-07-04
CUST-000206,2026-08-01,20,14.36,0.411,2026-08-15
CUST-000207,2026-03-01,26,47.99,0.852,2026-03-09
CUST-000207,2026-04-01,26,44.28,0.859,2026-04-19
CUST-000207,2026-05-01,25,43.65,0.804,2026-05-20
CUST-000207,2026-06-01,19,36.42,0.727,2026-06-17
CUST-000207,2026-07-01,26,45.08,0.862,2026-07-05
CUST-000207,2026-08-01,25,44.28,0.761,2026-08-01
CUST-000208,2026-03-01,21,23.63,0.659,2026-03-16
CUST-000208,2026-04-01,21,23.55,0.66,2026-04-20
CUST-000208,2026-05-01,19,26.56,0.723,2026-05-14
CUST-000208,2026-06-01,25,26.9,0.766,2026-06-22
CUST-000208,2026-07-01,17,24.67,0.69,2026-07-19
CUST-000208,2026-08-01,20,26.52,0.708,2026-08-02
CUST-000209,2026-03-01,23,21.62,0.401,2026-03-23
CUST-000209,2026-04-01,15,16.21,0.295,2026-04-17
CUST-000209,2026-05-01,23,17.01,0.348,2026-05-17
CUST-000209,2026-06-01,18,22.57,0.373,2026-06-18
CUST-000209,2026-07-01,17,16.61,0.321,2026-07-19
CUST-000209,2026-08-01,20,19.88,0.363,2026-08-13
CUST-000210,2026-03-01,15,26.8,0.521,2026-03-09
CUST-000210,2026-04-01,18,25.63,0.532,2026-04-12
CUST-000210,2026-05-01,17,20.5,0.52,2026-05-01
CUST-000210,2026-06-01,15,27.65,0.537,2026-06-17
CUST-000210,2026-07-01,14,28.6,0.467,2026-07-08
CUST-000210,2026-08-01,16,25.31,0.485,2026-08-24
CUST-000211,2026-03-01,16,17.48,0.772,2026-03-03
CUST-000211,2026-04-01,17,15.07,0.744,2026-04-25
CUST-000211,2026-05-01,9,17.9,0.675,2026-05-25
CUST-000211,2026-06-01,14,14.09,0.698,2026-06-01
CUST-000211,2026-07-01,16,12.94,0.71,2026-07-05
CUST-000211,2026-08-01,17,11.06,0.652,2026-08-27
CUST-000212,2026-03-01,15,43.58,0.53,2026-03-23
CUST-000212,2026-04-01,18,43.2,0.393,2026-04-23
CUST-000212,2026-05-01,21,40.79,0.562,2026-05-12
CUST-000212,2026-06-01,16,45.35,0.528,2026-06-11
CUST-000212,2026-07-01,22,45.23,0.631,2026-07-22
CUST-000212,2026-08-01,16,38.22,0.465,2026-08-13
CUST-000213,2026-03-01,10,36.02,0.569,2026-03-22
CUST-000213,2026-04-01,8,33.43,0.522,2026-04-13
CUST-000213,2026-05-01,7,33.09,0.44,2026-05-02
CUST-000213,2026-06-01,9,24.45,0.397,2026-06-23
CUST-000213,2026-07-01,4,22.67,0.386,2026-07-03
CUST-000213,2026-08-01,6,13.83,0.337,2026-08-26
CUST-000214,2026-03-01,12,27.48,0.408,2026-03-22
CUST-000214,2026-04-01,12,32.08,0.502,2026-04-07
CUST-000214,2026-05-01,12,32.41,0.469,2026-05-22
CUST-000214,2026-06-01,9,27.37,0.4,2026-06-22
CUST-000214,2026-07-01,11,29.64,0.441,2026-07-03
CUST-000214,2026-08-01,9,33.3,0.504,2026-08-20
CUST-000215,2026-03-01,11,29.85,0.352,2026-03-24
CUST-000215,2026-04-01,7,25.1,0.339,2026-04-24
CUST-000215,2026-05-01,8,30.8,0.377,2026-05-05
CUST-000215,2026-06-01,8,28.56,0.28,2026-06-06
CUST-000215,2026-07-01,7,29.37,0.324,2026-07-07
CUST-000215,2026-08-01,9,25.1,0.352,2026-08-13
CUST-000216,2026-03-01,24,31.17,0.791,2026-03-11
CUST-000216,2026-04-01,25,34.55,0.739,2026-04-17
CUST-000216,2026-05-01,25,37.4,0.716,2026-05-16
CUST-000216,2026-06-01,25,32.94,0.686,2026-06-04
CUST-000216,2026-07-01,27,39.85,0.832,2026-07-25
CUST-000216,2026-08-01,28,41.06,0.68,2026-08-24
CUST-000217,2026-03-01,16,43.61,0.893,2026-03-14
CUST-000217,2026-04-01,17,50.41,0.864,2026-04-25
CUST-000217,2026-05-01,17,52.33,0.867,2026-05-17
CUST-000217,2026-06-01,18,49.25,0.834,2026-06-24
CUST-000217,2026-07-01,15,36.44,0.733,2026-07-02
CUST-000217,2026-08-01,15,48.19,0.74,2026-08-02
CUST-000218,2026-03-01,17,40.52,0.496,2026-03-17
CUST-000218,2026-04-01,18,27.08,0.403,2026-04-20
CUST-000218,2026-05-01,14,27.92,0.264,2026-05-19
CUST-000218,2026-06-01,12,24.96,0.291,2026-06-19
CUST-000218,2026-07-01,10,23.15,0.254,2026-07-21
CUST-000218,2026-08-01,8,15.08,0.18,2026-08-16
CUST-000219,2026-03-01,11,28.99,0.382,2026-03-13
CUST-000219,2026-04-01,12,21.98,0.338,2026-04-06
CUST-000219,2026-05-01,11,18.39,0.377,2026-05-27
CUST-000219,2026-06-01,9,24.52,0.369,2026-06-06
CUST-000219,2026-07-01,11,25.19,0.38,2026-07-13
CUST-000219,2026-08-01,9,25.55,0.376,2026-08-16
CUST-000220,2026-03-01,14,18.9,0.523,2026-03-13
CUST-000220,2026-04-01,13,15.28,0.565,2026-04-21
CUST-000220,2026-05-01,14,11.31,0.568,2026-05-15
CUST-000220,2026-06-01,16,10.97,0.52,2026-06-02
CUST-000220,2026-07-01,13,6.69,0.51,2026-07-08
CUST-000220,2026-08-01,12,16.02,0.587,2026-08-04
CUST-000221,2026-03-01,12,19.31,0.746,2026-03-22
CUST-000221,2026-04-01,12,22.71,0.781,2026-04-18
CUST-000221,2026-05-01,13,26.09,0.671,2026-05-06
CUST-000221,2026-06-01,11,28.45,0.72,2026-06-17
CUST-000221,2026-07-01,12,32.51,0.668,2026-07-15
CUST-000221,2026-08-01,12,29.4,0.725,2026-08-07
CUST-000222,2026-03-01,23,10.35,0.752,2026-03-08
CUST-000222,2026-04-01,23,13.01,0.684,2026-04-04
CUST-000222,2026-05-01,23,15.86,0.711,2026-05-11
CUST-000222,2026-06-01,20,11.48,0.603,2026-06-25
CUST-000222,2026-07-01,22,10.07,0.652,2026-07-04
CUST-000222,2026-08-01,19,13.16,0.669,2026-08-01
CUST-000223,2026-03-01,11,36.85,0.726,2026-03-24
CUST-000223,2026-04-01,13,45.32,0.676,2026-04-11
CUST-000223,2026-05-01,12,40.24,0.629,2026-05-06
CUST-000223,2026-06-01,12,39.57,0.735,2026-06-05
CUST-000223,2026-07-01,6,42.48,0.618,2026-07-20
CUST-000223,2026-08-01,11,43.7,0.767,2026-08-02
CUST-000224,2026-03-01,17,21.1,0.746,2026-03-16
CUST-000224,2026-04-01,17,19.56,0.813,2026-04-08
CUST-000224,2026-05-01,16,25.6,0.747,2026-05-05
CUST-000224,2026-06-01,19,26.04,0.896,2026-06-16
CUST-000224,2026-07-01,15,20.87,0.792,2026-07-24
CUST-000224,2026-08-01,17,29.05,0.84,2026-08-26
CUST-000225,2026-03-01,27,43.16,0.532,2026-03-09
CUST-000225,2026-04-01,23,47.77,0.529,2026-04-20
CUST-000225,2026-05-01,29,53.97,0.68,2026-05-20
CUST-000225,2026-06-01,24,40.61,0.555,2026-06-21
CUST-000225,2026-07-01,28,46.42,0.641,2026-07-24
CUST-000225,2026-08-01,22,46.43,0.533,2026-08-24
CUST-000226,2026-03-01,20,34.15,0.4,2026-03-08
CUST-000226,2026-04-01,16,36.41,0.429,2026-04-04
CUST-000226,2026-05-01,21,36.81,0.484,2026-05-21
CUST-000226,2026-06-01,17,38.36,0.413,2026-06-18
CUST-000226,2026-07-01,16,44.69,0.376,2026-07-04
CUST-000226,2026-08-01,19,36.38,0.467,2026-08-19
CUST-000227,2026-03-01,11,49.39,0.442,2026-03-25
CUST-000227,2026-04-01,15,44.83,0.363,2026-04-26
CUST-000227,2026-05-01,18,40.35,0.394,2026-05-09
CUST-000227,2026-06-01,17,39.91,0.376,2026-06-26
CUST-000227,2026-07-01,17,46.15,0.49,2026-07-11
CUST-000227,2026-08-01,15,47.55,0.356,2026-08-17
CUST-000228,2026-03-01,20,11.3,0.418,2026-03-02
CUST-000228,2026-04-01,18,10.87,0.395,2026-04-10
CUST-000228,2026-05-01,15,15.13,0.336,2026-05-20
CUST-000228,2026-06-01,18,9.67,0.415,2026-06-02
CUST-000228,2026-07-01,13,5.55,0.39,2026-07-15
CUST-000228,2026-08-01,17,14.94,0.324,2026-08-02
CUST-000229,2026-03-01,12,45.83,0.83,2026-03-26
CUST-000229,2026-04-01,8,37.48,0.744,2026-04-19
CUST-000229,2026-05-01,9,47.18,0.758,2026-05-21
CUST-000229,2026-06-01,13,43.87,0.823,2026-06-09
CUST-000229,2026-07-01,10,43.25,0.772,2026-07-12
CUST-000229,2026-08-01,9,46.3,0.813,2026-08-22
CUST-000230,2026-03-01,5,28.71,0.354,2026-03-23
CUST-000230,2026-04-01,6,27.33,0.267,2026-04-23
CUST-000230,2026-05-01,5,18.09,0.343,2026-05-14
CUST-000230,2026-06-01,5,20.7,0.259,2026-06-12
CUST-000230,2026-07-01,6,11.98,0.24,2026-07-19
CUST-000230,2026-08-01,3,12.98,0.068,2026-08-10
CUST-000231,2026-03-01,15,21.34,0.649,2026-03-07
CUST-000231,2026-04-01,11,25.72,0.493,2026-04-07
CUST-000231,2026-05-01,8,15.51,0.437,2026-05-19
CUST-000231,2026-06-01,11,14.28,0.394,2026-06-08
CUST-000231,2026-07-01,8,5.04,0.283,2026-07-09
CUST-000231,2026-08-01,4,8.89,0.305,2026-08-11
CUST-000232,2026-03-01,28,16.66,0.807,2026-03-25
CUST-000232,2026-04-01,23,12.26,0.791,2026-04-04
CUST-000232,2026-05-01,20,17.38,0.788,2026-05-17
CUST-000232,2026-06-01,24,20.98,0.827,2026-06-25
CUST-000232,2026-07-01,24,12.97,0.861,2026-07-18
CUST-000232,2026-08-01,19,14.17,0.76,2026-08-17
CUST-000233,2026-03-01,12,37.35,0.403,2026-03-15
CUST-000233,2026-04-01,13,51.04,0.492,2026-04-18
CUST-000233,2026-05-01,9,43.2,0.49,2026-05-22
CUST-000233,2026-06-01,13,49.61,0.486,2026-06-27
CUST-000233,2026-07-01,11,48.03,0.496,2026-07-10
CUST-000233,2026-08-01,10,37.34,0.472,2026-08-02
CUST-000234,2026-03-01,11,48.4,0.502,2026-03-18
CUST-000234,2026-04-01,9,43.25,0.411,2026-04-19
CUST-000234,2026-05-01,9,44.69,0.434,2026-05-06
CUST-000234,2026-06-01,7,44.52,0.485,2026-06-11
CUST-000234,2026-07-01,11,50.27,0.488,2026-07-24
CUST-000234,2026-08-01,8,48.51,0.445,2026-08-26
CUST-000235,2026-03-01,10,41.95,0.723,2026-03-18
CUST-000235,2026-04-01,19,35.56,0.761,2026-04-02
CUST-000235,2026-05-01,12,32.56,0.785,2026-05-10
CUST-000235,2026-06-01,12,36.03,0.634,2026-06-18
CUST-000235,2026-07-01,19,40.75,0.749,2026-07-05
CUST-000235,2026-08-01,15,39.22,0.823,2026-08-23
CUST-000236,2026-03-01,14,12.78,0.524,2026-03-14
CUST-000236,2026-04-01,14,9.78,0.51,2026-04-05
CUST-000236,2026-05-01,13,15.01,0.532,2026-05-27
CUST-000236,2026-06-01,12,15.05,0.5,2026-06-19
CUST-000236,2026-07-01,15,13.88,0.469,2026-07-24
CUST-000236,2026-08-01,17,7.77,0.511,2026-08-13
CUST-000237,2026-03-01,13,26.49,0.541,2026-03-10
CUST-000237,2026-04-01,13,26.72,0.444,2026-04-15
CUST-000237,2026-05-01,12,25.11,0.36,2026-05-26
CUST-000237,2026-06-01,13,14.54,0.392,2026-06-22
CUST-000237,2026-07-01,9,17.82,0.308,2026-07-23
CUST-000237,2026-08-01,6,12.03,0.247,2026-08-01
CUST-000238,2026-03-01,24,33.71,0.689,2026-03-05
CUST-000238,2026-04-01,24,34.65,0.702,2026-04-24
CUST-000238,2026-05-01,23,39.42,0.717,2026-05-19
CUST-000238,2026-06-01,23,41.47,0.794,2026-06-18
CUST-000238,2026-07-01,29,40.87,0.838,2026-07-20
CUST-000238,2026-08-01,24,39.02,0.68,2026-08-05
CUST-000239,2026-03-01,12,32.19,0.359,2026-03-08
CUST-000239,2026-04-01,14,29.01,0.361,2026-04-05
CUST-000239,2026-05-01,14,28.92,0.33,2026-05-08
CUST-000239,2026-06-01,12,36.74,0.36,2026-06-08
CUST-000239,2026-07-01,9,32.16,0.329,2026-07-15
CUST-000239,2026-08-01,9,27.85,0.335,2026-08-20
CUST-000240,2026-03-01,11,14.56,0.32,2026-03-19
CUST-000240,2026-04-01,16,22.43,0.383,2026-04-02
CUST-000240,2026-05-01,15,18.37,0.369,2026-05-14
CUST-000240,2026-06-01,14,15.67,0.385,2026-06-11
CUST-000240,2026-07-01,13,21.09,0.299,2026-07-26
CUST-000240,2026-08-01,13,16.78,0.369,2026-08-26
CUST-000241,2026-03-01,19,17.65,0.284,2026-03-23
CUST-000241,2026-04-01,27,16.72,0.328,2026-04-12
CUST-000241,2026-05-01,20,16.9,0.339,2026-05-25
CUST-000241,2026-06-01,20,19.38,0.327,2026-06-25
CUST-000241,2026-07-01,24,13.39,0.349,2026-07-08
CUST-000241,2026-08-01,25,18.78,0.354,2026-08-07
CUST-000242,2026-03-01,16,17.55,0.505,2026-03-17
CUST-000242,2026-04-01,17,20.71,0.521,2026-04-25
CUST-000242,2026-05-01,23,8.25,0.59,2026-05-02
CUST-000242,2026-06-01,18,8.92,0.498,2026-06-02
CUST-000242,2026-07-01,17,15.73,0.485,2026-07-25
CUST-000242,2026-08-01,15,10.11,0.497,2026-08-05
CUST-000243,2026-03-01,23,28.84,0.613,2026-03-25
CUST-000243,2026-04-01,25,22.46,0.663,2026-04-08
CUST-000243,2026-05-01,28,26.55,0.666,2026-05-11
CUST-000243,2026-06-01,25,24.21,0.602,2026-06-14
CUST-000243,2026-07-01,23,25.91,0.651,2026-07-16
CUST-000243,2026-08-01,27,27.43,0.724,2026-08-17
CUST-000244,2026-03-01,17,12.71,0.347,2026-03-07
CUST-000244,2026-04-01,13,8.01,0.339,2026-04-20
CUST-000244,2026-05-01,16,5.33,0.302,2026-05-15
CUST-000244,2026-06-01,13,8.48,0.27,2026-06-07
CUST-000244,2026-07-01,10,3.98,0.26,2026-07-23
CUST-000244,2026-08-01,6,8.56,0.149,2026-08-14
CUST-000245,2026-03-01,21,44.3,0.819,2026-03-02
CUST-000245,2026-04-01,19,34.02,0.747,2026-04-25
CUST-000245,2026-05-01,19,38.04,0.723,2026-05-16
CUST-000245,2026-06-01,22,40.85,0.749,2026-06-13
CUST-000245,2026-07-01,15,45.84,0.766,2026-07-18
CUST-000245,2026-08-01,16,37.8,0.714,2026-08-13
CUST-000246,2026-03-01,22,30.5,0.604,2026-03-17
CUST-000246,2026-04-01,28,40.8,0.754,2026-04-12
CUST-000246,2026-05-01,25,45.79,0.679,2026-05-22
CUST-000246,2026-06-01,25,33.52,0.707,2026-06-09
CUST-000246,2026-07-01,26,40.52,0.762,2026-07-24
CUST-000246,2026-08-01,22,35.15,0.767,2026-08-11
CUST-000247,2026-03-01,15,34.9,0.413,2026-03-04
CUST-000247,2026-04-01,19,32.27,0.383,2026-04-23
CUST-000247,2026-05-01,14,30.99,0.331,2026-05-16
CUST-000247,2026-06-01,21,36.72,0.412,2026-06-21
CUST-000247,2026-07-01,18,27.76,0.403,2026-07-24
CUST-000247,2026-08-01,20,36.98,0.437,2026-08-08
CUST-000248,2026-03-01,21,34.99,0.728,2026-03-23
CUST-000248,2026-04-01,18,32.94,0.609,2026-04-13
CUST-000248,2026-05-01,17,27.16,0.498,2026-05-08
CUST-000248,2026-06-01,14,24.3,0.492,2026-06-08
CUST-000248,2026-07-01,13,16.87,0.419,2026-07-25
CUST-000248,2026-08-01,11,16.63,0.36,2026-08-14
CUST-000249,2026-03-01,23,32.58,0.289,2026-03-17
CUST-000249,2026-04-01,15,25.36,0.279,2026-04-19
CUST-000249,2026-05-01,16,23.2,0.255,2026-05-13
CUST-000249,2026-06-01,12,28.71,0.226,2026-06-18
CUST-000249,2026-07-01,13,14.47,0.134,2026-07-15
CUST-000249,2026-08-01,12,12.04,0.146,2026-08-15
CUST-000250,2026-03-01,15,23.38,0.524,2026-03-11
CUST-000250,2026-04-01,15,26.06,0.519,2026-04-13
CUST-000250,2026-05-01,10,24.25,0.46,2026-05-21
CUST-000250,2026-06-01,10,16.25,0.382,2026-06-11
CUST-000250,2026-07-01,12,18.58,0.306,2026-07-08
CUST-000250,2026-08-01,5,14.32,0.226,2026-08-05
CUST-000251,2026-03-01,18,24.09,0.638,2026-03-16
CUST-000251,2026-04-01,14,22.96,0.605,2026-04-14
CUST-000251,2026-05-01,16,28.32,0.544,2026-05-24
CUST-000251,2026-06-01,14,26.14,0.532,2026-06-13
CUST-000251,2026-07-01,14,19.9,0.47,2026-07-12
CUST-000251,2026-08-01,17,25.26,0.699,2026-08-07
CUST-000252,2026-03-01,14,31.05,0.613,2026-03-27
CUST-000252,2026-04-01,16,35.64,0.621,2026-04-27
CUST-000252,2026-05-01,12,31.66,0.597,2026-05-04
CUST-000252,2026-06-01,12,29.07,0.566,2026-06-05
CUST-000252,2026-07-01,14,35.79,0.619,2026-07-08
CUST-000252,2026-08-01,13,30.68,0.643,2026-08-22
CUST-000253,2026-03-01,19,42.08,0.651,2026-03-25
CUST-000253,2026-04-01,13,40.96,0.669,2026-04-03
CUST-000253,2026-05-01,16,50.6,0.754,2026-05-25
CUST-000253,2026-06-01,13,45.12,0.584,2026-06-27
CUST-000253,2026-07-01,15,47.61,0.662,2026-07-12
CUST-000253,2026-08-01,11,42.5,0.595,2026-08-25
CUST-000254,2026-03-01,17,28.28,0.652,2026-03-06
CUST-000254,2026-04-01,14,22.14,0.511,2026-04-09
CUST-000254,2026-05-01,14,21.57,0.513,2026-05-09
CUST-000254,2026-06-01,14,17.61,0.407,2026-06-18
CUST-000254,2026-07-01,12,16.74,0.329,2026-07-24
CUST-000254,2026-08-01,7,5.19,0.289,2026-08-27
CUST-000255,2026-03-01,20,35.81,0.332,2026-03-01
CUST-000255,2026-04-01,22,36.37,0.337,2026-04-13
CUST-000255,2026-05-01,27,33.03,0.37,2026-05-24
CUST-000255,2026-06-01,22,31.0,0.364,2026-06-13
CUST-000255,2026-07-01,20,37.15,0.331,2026-07-17
CUST-000255,2026-08-01,25,30.77,0.369,2026-08-22
CUST-000256,2026-03-01,20,37.52,0.57,2026-03-10
CUST-000256,2026-04-01,18,30.1,0.522,2026-04-05
CUST-000256,2026-05-01,19,36.19,0.486,2026-05-14
CUST-000256,2026-06-01,23,39.44,0.59,2026-06-02
CUST-000256,2026-07-01,15,34.96,0.444,2026-07-13
CUST-000256,2026-08-01,18,40.72,0.581,2026-08-25
CUST-000257,2026-03-01,21,14.74,0.386,2026-03-15
CUST-000257,2026-04-01,23,11.0,0.341,2026-04-25
CUST-000257,2026-05-01,22,10.76,0.338,2026-05-03
CUST-000257,2026-06-01,18,12.54,0.332,2026-06-27
CUST-000257,2026-07-01,19,13.96,0.33,2026-07-03
CUST-000257,2026-08-01,21,11.79,0.394,2026-08-16
CUST-000258,2026-03-01,17,11.79,0.442,2026-03-26
CUST-000258,2026-04-01,14,17.56,0.509,2026-04-26
CUST-000258,2026-05-01,13,6.74,0.408,2026-05-21
CUST-000258,2026-06-01,10,7.5,0.316,2026-06-05
CUST-000258,2026-07-01,9,3.88,0.255,2026-07-14
CUST-000258,2026-08-01,7,6.63,0.154,2026-08-19
CUST-000259,2026-03-01,18,26.26,0.438,2026-03-14
CUST-000259,2026-04-01,17,27.43,0.489,2026-04-10
CUST-000259,2026-05-01,14,25.79,0.366,2026-05-16
CUST-000259,2026-06-01,10,17.12,0.329,2026-06-20
CUST-000259,2026-07-01,7,16.51,0.262,2026-07-18
CUST-000259,2026-08-01,7,11.39,0.243,2026-08-07
CUST-000260,2026-03-01,18,29.59,0.387,2026-03-15
CUST-000260,2026-04-01,18,31.9,0.341,2026-04-18
CUST-000260,2026-05-01,16,35.31,0.405,2026-05-11
CUST-000260,2026-06-01,20,32.57,0.356,2026-06-04
CUST-000260,2026-07-01,16,26.87,0.353,2026-07-10
CUST-000260,2026-08-01,18,34.43,0.426,2026-08-14
CUST-000261,2026-03-01,23,34.3,0.354,2026-03-20
CUST-000261,2026-04-01,18,31.87,0.389,2026-04-01
CUST-000261,2026-05-01,14,18.38,0.303,2026-05-01
CUST-000261,2026-06-01,18,23.19,0.287,2026-06-17
CUST-000261,2026-07-01,15,21.87,0.23,2026-07-26
CUST-000261,2026-08-01,9,14.88,0.16,2026-08-17
CUST-000262,2026-03-01,17,11.45,0.674,2026-03-19
CUST-000262,2026-04-01,16,11.33,0.64,2026-04-07
CUST-000262,2026-05-01,16,11.63,0.665,2026-05-18
CUST-000262,2026-06-01,16,10.24,0.694,2026-06-02
CUST-000262,2026-07-01,17,14.39,0.705,2026-07-18
CUST-000262,2026-08-01,12,16.41,0.662,2026-08-12
CUST-000263,2026-03-01,21,35.95,0.828,2026-03-21
CUST-000263,2026-04-01,26,42.83,0.747,2026-04-16
CUST-000263,2026-05-01,22,40.19,0.766,2026-05-07
CUST-000263,2026-06-01,24,33.57,0.751,2026-06-21
CUST-000263,2026-07-01,19,36.2,0.72,2026-07-10
CUST-000263,2026-08-01,27,40.74,0.833,2026-08-03
CUST-000264,2026-03-01,16,27.58,0.368,2026-03-16
CUST-000264,2026-04-01,13,27.08,0.4,2026-04-08
CUST-000264,2026-05-01,17,30.45,0.319,2026-05-05
CUST-000264,2026-06-01,14,32.13,0.344,2026-06-17
CUST-000264,2026-07-01,11,30.21,0.34,2026-07-01
CUST-000264,2026-08-01,13,34.06,0.429,2026-08-21
CUST-000265,2026-03-01,21,15.56,0.632,2026-03-26
CUST-000265,2026-04-01,19,20.17,0.7,2026-04-23
CUST-000265,2026-05-01,25,17.69,0.699,2026-05-27
CUST-000265,2026-06-01,21,18.23,0.652,2026-06-26
CUST-000265,2026-07-01,22,14.77,0.697,2026-07-02
CUST-000265,2026-08-01,22,10.05,0.604,2026-08-12
CUST-000266,2026-03-01,26,15.9,0.607,2026-03-19
CUST-000266,2026-04-01,23,13.59,0.65,2026-04-27
CUST-000266,2026-05-01,23,15.44,0.711,2026-05-19
CUST-000266,2026-06-01,25,14.63,0.671,2026-06-12
CUST-000266,2026-07-01,24,11.28,0.668,2026-07-19
CUST-000266,2026-08-01,25,17.81,0.605,2026-08-05
CUST-000267,2026-03-01,19,10.73,0.498,2026-03-15
CUST-000267,2026-04-01,20,7.94,0.421,2026-04-26
CUST-000267,2026-05-01,18,11.76,0.514,2026-05-23
CUST-000267,2026-06-01,15,7.07,0.462,2026-06-18
CUST-000267,2026-07-01,18,6.05,0.444,2026-07-08
CUST-000267,2026-08-01,19,11.1,0.463,2026-08-21
CUST-000268,2026-03-01,19,29.55,0.422,2026-03-19
CUST-000268,2026-04-01,17,26.6,0.425,2026-04-25
CUST-000268,2026-05-01,18,26.19,0.291,2026-05-08
CUST-000268,2026-06-01,14,22.05,0.268,2026-06-13
CUST-000268,2026-07-01,10,20.63,0.257,2026-07-24
CUST-000268,2026-08-01,8,11.6,0.218,2026-08-20
CUST-000269,2026-03-01,12,16.9,0.335,2026-03-22
CUST-000269,2026-04-01,14,14.26,0.268,2026-04-13
CUST-000269,2026-05-01,11,13.67,0.231,2026-05-12
CUST-000269,2026-06-01,8,16.25,0.206,2026-06-13
CUST-000269,2026-07-01,7,8.31,0.159,2026-07-10
CUST-000269,2026-08-01,8,5.93,0.07,2026-08-23
CUST-000270,2026-03-01,16,34.61,0.427,2026-03-23
CUST-000270,2026-04-01,21,29.55,0.351,2026-04-26
CUST-000270,2026-05-01,23,29.17,0.353,2026-05-17
CUST-000270,2026-06-01,23,23.21,0.38,2026-06-14
CUST-000270,2026-07-01,20,30.26,0.316,2026-07-07
CUST-000270,2026-08-01,20,30.12,0.415,2026-08-07
CUST-000271,2026-03-01,10,24.59,0.401,2026-03-05
CUST-000271,2026-04-01,10,24.3,0.449,2026-04-23
CUST-000271,2026-05-01,8,24.07,0.442,2026-05-06
CUST-000271,2026-06-01,10,23.1,0.417,2026-06-16
CUST-000271,2026-07-01,10,19.07,0.421,2026-07-15
CUST-000271,2026-08-01,12,21.31,0.388,2026-08-21
CUST-000272,2026-03-01,7,20.99,0.383,2026-03-26
CUST-000272,2026-04-01,9,20.48,0.351,2026-04-03
CUST-000272,2026-05-01,6,18.81,0.263,2026-05-19
CUST-000272,2026-06-01,3,14.41,0.237,2026-06-19
CUST-000272,2026-07-01,7,12.84,0.215,2026-07-07
CUST-000272,2026-08-01,0,4.43,0.16,2026-08-17
CUST-000273,2026-03-01,20,26.63,0.355,2026-03-15
CUST-000273,2026-04-01,21,25.8,0.386,2026-04-03
CUST-000273,2026-05-01,23,21.07,0.318,2026-05-15
CUST-000273,2026-06-01,22,17.1,0.346,2026-06-13
CUST-000273,2026-07-01,22,21.73,0.371,2026-07-12
CUST-000273,2026-08-01,21,26.45,0.381,2026-08-11
CUST-000274,2026-03-01,10,39.86,0.455,2026-03-05
CUST-000274,2026-04-01,8,37.52,0.412,2026-04-04
CUST-000274,2026-05-01,15,34.93,0.483,2026-05-15
CUST-000274,2026-06-01,13,39.41,0.419,2026-06-12
CUST-000274,2026-07-01,13,33.53,0.375,2026-07-25
CUST-000274,2026-08-01,14,34.8,0.391,2026-08-11
CUST-000275,2026-03-01,25,30.42,0.582,2026-03-04
